f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
11.895,55.394,-54.633,0.118,0.548,-0.541,0.575,0.279,0.236,4.886,0.508,-0.437,0.000,2.000,0.000,0.110,0.444,-0.607,0.532,0.231,0.201,0.532,0.218,0.196,-0.203,0.503,0.138,1.441,2.472,1.916,Touching
23.969,57.971,-47.197,0.240,0.580,-0.472,0.509,0.412,0.282,2.124,0.710,-0.597,1.000,2.000,0.000,0.599,0.464,-0.594,0.468,0.338,0.253,0.441,0.310,0.232,-0.512,0.447,0.115,1.603,2.239,1.807,Touching
6.721,64.552,-35.938,0.067,0.639,-0.356,0.584,0.340,0.408,8.777,0.532,-1.146,1.000,0.000,7.000,0.045,0.498,-0.238,0.509,0.268,0.383,0.508,0.224,0.380,-0.470,1.434,-0.189,1.973,3.593,1.471,Touching
12.840,65.910,-37.184,0.127,0.653,-0.368,0.532,0.342,0.389,4.182,0.523,-1.057,1.000,0.000,2.000,0.020,0.441,-0.567,0.502,0.297,0.349,0.498,0.274,0.344,0.100,0.803,0.190,1.277,2.185,1.740,Touching
-5.423,61.887,-49.010,-0.054,0.613,-0.485,0.474,0.293,0.362,-8.820,0.478,-0.746,1.000,0.000,0.000,-0.137,0.456,-0.371,0.424,0.250,0.349,0.421,0.221,0.346,-0.203,1.014,-0.131,1.614,2.608,1.231,Touching
18.900,59.961,-38.646,0.187,0.594,-0.383,0.530,0.357,0.369,2.830,0.601,-0.964,1.000,0.000,3.000,0.222,0.413,-0.580,0.495,0.312,0.348,0.495,0.287,0.341,-0.244,0.793,0.133,1.487,2.218,1.400,Touching
17.148,59.262,-36.389,0.170,0.587,-0.360,0.559,0.461,0.306,3.293,0.785,-0.850,0.000,2.000,4.000,0.222,0.368,-0.353,0.510,0.397,0.280,0.509,0.361,0.280,-0.305,0.752,0.213,1.671,2.154,1.605,Touching
13.393,52.401,-41.142,0.133,0.519,-0.407,0.589,0.550,0.344,4.444,1.061,-0.845,1.000,5.000,2.000,0.077,0.444,-0.459,0.525,0.411,0.285,0.521,0.399,0.282,-0.174,0.995,0.159,1.698,3.430,2.208,Touching
-4.524,54.524,-47.408,-0.045,0.540,-0.469,0.632,0.329,0.254,-14.104,0.610,-0.541,1.000,0.000,0.000,-0.136,0.420,-0.365,0.568,0.268,0.228,0.558,0.252,0.220,0.151,0.965,-0.457,1.516,2.895,1.815,Touching
4.513,61.460,-32.616,0.045,0.609,-0.323,0.623,0.363,0.343,13.932,0.596,-1.061,1.000,0.000,2.000,-0.086,0.407,-0.246,0.551,0.322,0.308,0.540,0.290,0.302,0.030,0.638,-0.286,1.687,1.852,1.830,Touching
31.956,40.698,-47.873,0.316,0.403,-0.474,0.633,0.462,0.302,2.000,1.147,-0.638,1.000,1.000,2.000,0.618,0.318,-0.435,0.587,0.371,0.240,0.578,0.358,0.231,-0.363,0.366,-0.545,1.475,2.255,2.436,Touching
28.177,69.974,-23.715,0.276,0.686,-0.233,0.567,0.389,0.351,2.052,0.566,-1.508,1.000,0.000,7.000,0.579,0.499,-0.231,0.509,0.315,0.315,0.492,0.264,0.315,-0.624,1.171,0.131,1.991,2.920,1.742,Touching
23.864,51.011,-45.418,0.239,0.510,-0.454,0.637,0.445,0.308,2.670,0.873,-0.678,1.000,2.000,2.000,0.511,0.401,-0.480,0.575,0.355,0.257,0.563,0.329,0.255,-0.530,0.340,-0.190,1.949,2.812,1.896,Touching
29.142,57.100,-45.597,0.289,0.565,-0.451,0.594,0.491,0.234,2.059,0.869,-0.519,1.000,4.000,0.000,0.520,0.460,-0.419,0.550,0.387,0.188,0.539,0.372,0.185,-0.389,-0.439,-0.312,1.532,3.598,2.315,Touching
21.216,67.474,-30.588,0.210,0.668,-0.303,0.539,0.308,0.323,2.567,0.461,-1.066,0.000,2.000,4.000,0.228,0.525,-0.417,0.496,0.262,0.293,0.496,0.240,0.290,-0.159,0.404,0.273,1.456,2.235,1.613,Touching
10.005,62.797,-33.356,0.099,0.622,-0.330,0.647,0.356,0.288,6.527,0.572,-0.873,1.000,0.000,2.000,0.077,0.464,-0.231,0.581,0.289,0.261,0.581,0.261,0.255,-0.128,1.095,-0.265,1.536,2.965,1.770,Touching
7.519,62.040,-17.215,0.074,0.614,-0.170,0.656,0.432,0.403,8.808,0.703,-2.364,1.000,0.000,7.000,-0.010,0.401,-0.036,0.589,0.341,0.357,0.587,0.291,0.341,-0.144,1.397,-0.167,1.575,3.663,1.774,Touching
10.632,50.753,-50.018,0.105,0.503,-0.495,0.644,0.428,0.270,6.116,0.851,-0.545,1.000,6.000,0.000,0.103,0.403,-0.493,0.579,0.350,0.221,0.579,0.324,0.221,-0.273,0.756,-0.170,1.668,2.436,1.977,Touching
22.053,64.692,-35.095,0.221,0.647,-0.351,0.565,0.367,0.268,2.560,0.568,-0.765,1.000,0.000,2.000,0.379,0.429,-0.366,0.521,0.328,0.240,0.516,0.288,0.239,-0.333,0.746,0.104,1.449,1.924,1.597,Touching
18.437,68.149,-27.861,0.183,0.675,-0.276,0.566,0.390,0.437,3.102,0.577,-1.584,1.000,0.000,5.000,0.050,0.466,-0.337,0.505,0.325,0.390,0.502,0.293,0.389,-0.333,1.069,0.234,2.147,2.738,1.763,Touching
18.603,68.654,-24.595,0.184,0.680,-0.244,0.588,0.334,0.322,3.193,0.492,-1.324,1.000,0.000,4.000,0.248,0.512,-0.169,0.530,0.295,0.300,0.529,0.272,0.297,-0.288,0.725,-0.069,1.564,2.018,1.429,Touching
16.919,68.112,-25.670,0.168,0.674,-0.254,0.580,0.338,0.382,3.464,0.501,-1.502,0.000,0.000,7.000,0.258,0.507,-0.167,0.521,0.288,0.356,0.519,0.262,0.352,-0.435,0.910,-0.094,1.820,2.380,1.421,Touching
-3.525,39.488,-51.585,-0.035,0.391,-0.511,0.643,0.460,0.317,-18.428,1.176,-0.622,1.000,4.000,0.000,-0.112,0.382,-0.367,0.580,0.377,0.281,0.577,0.377,0.268,-0.015,0.476,-0.483,1.490,2.083,1.939,Touching
15.138,50.283,-56.223,0.151,0.503,-0.562,0.572,0.431,0.283,3.779,0.857,-0.503,1.000,2.000,2.000,0.243,0.440,-0.558,0.511,0.351,0.225,0.509,0.341,0.224,-0.335,0.312,0.150,1.780,2.180,2.231,Touching
24.984,63.822,-36.440,0.247,0.632,-0.361,0.534,0.361,0.409,2.157,0.572,-1.133,1.000,2.000,4.000,0.362,0.494,-0.570,0.479,0.284,0.377,0.475,0.264,0.368,-0.503,0.987,0.016,2.054,3.109,1.617,Touching
24.206,59.259,-47.278,0.240,0.587,-0.468,0.538,0.402,0.280,2.245,0.684,-0.598,1.000,2.000,1.000,0.434,0.451,-0.550,0.505,0.342,0.239,0.496,0.323,0.226,-0.251,0.135,0.177,1.333,2.052,1.870,Touching
17.407,53.043,-47.613,0.172,0.525,-0.471,0.588,0.495,0.208,3.412,0.943,-0.441,1.000,3.000,0.000,0.264,0.416,-0.532,0.536,0.404,0.176,0.534,0.383,0.173,-0.317,0.299,0.156,1.635,2.235,2.065,Touching
21.032,48.699,-53.248,0.208,0.482,-0.527,0.565,0.457,0.264,2.713,0.947,-0.501,0.000,1.000,0.000,0.380,0.445,-0.564,0.515,0.353,0.224,0.507,0.349,0.219,-0.380,0.065,-0.205,1.497,2.209,1.901,Touching
5.214,61.349,-29.738,0.052,0.613,-0.297,0.654,0.439,0.348,12.540,0.716,-1.169,1.000,2.000,9.000,0.179,0.456,-0.206,0.584,0.352,0.317,0.581,0.317,0.312,-0.235,0.964,-0.127,1.593,2.929,1.601,Touching
8.080,70.361,-22.014,0.080,0.697,-0.218,0.632,0.372,0.393,7.900,0.534,-1.804,3.000,2.000,7.000,0.001,0.598,-0.067,0.531,0.300,0.359,0.527,0.287,0.348,-0.537,0.785,-0.263,2.285,2.527,1.553,Touching
14.326,54.796,-46.045,0.142,0.543,-0.456,0.585,0.403,0.228,4.122,0.742,-0.500,1.000,4.000,0.000,0.131,0.398,-0.514,0.545,0.358,0.202,0.545,0.342,0.199,-0.071,0.275,-0.003,1.344,1.675,1.691,Touching
10.150,68.948,-27.514,0.100,0.683,-0.272,0.567,0.429,0.296,5.640,0.628,-1.086,1.000,0.000,4.000,0.206,0.505,-0.215,0.513,0.376,0.260,0.508,0.348,0.258,-0.311,0.715,-0.100,1.566,2.067,1.600,Touching
10.897,65.515,-38.735,0.108,0.649,-0.384,0.591,0.411,0.299,5.482,0.633,-0.780,1.000,0.000,4.000,0.139,0.439,-0.289,0.526,0.360,0.261,0.526,0.321,0.257,-0.331,0.789,-0.296,1.754,2.012,1.885,Touching
4.854,59.815,-35.561,0.049,0.598,-0.356,0.600,0.431,0.315,12.355,0.721,-0.886,1.000,2.000,2.000,-0.030,0.403,-0.352,0.540,0.365,0.273,0.537,0.333,0.273,-0.024,0.772,0.021,1.577,2.225,1.847,Touching
-4.545,50.717,-59.223,-0.045,0.507,-0.592,0.536,0.308,0.330,-11.788,0.608,-0.556,1.000,0.000,0.000,-0.228,0.365,-0.545,0.497,0.263,0.290,0.487,0.236,0.289,-0.003,0.928,-0.291,1.445,2.677,1.790,Touching
-0.616,65.517,-29.210,-0.006,0.649,-0.289,0.600,0.320,0.369,-98.428,0.493,-1.274,1.000,0.000,5.000,-0.130,0.529,-0.052,0.533,0.264,0.349,0.525,0.239,0.328,-0.007,1.060,-0.361,1.592,2.744,1.434,Touching
49.580,72.422,-39.435,0.496,0.724,-0.394,0.387,0.381,0.312,0.780,0.526,-0.792,1.000,0.000,2.000,0.718,0.604,-0.536,0.338,0.316,0.256,0.282,0.307,0.214,-0.894,0.888,1.191,2.249,2.649,3.031,Touching
-5.788,68.675,-28.681,-0.057,0.680,-0.284,0.568,0.270,0.413,-9.912,0.397,-1.455,1.000,0.000,6.000,-0.207,0.585,-0.068,0.485,0.230,0.385,0.460,0.216,0.358,0.057,0.716,-0.396,1.849,2.086,1.509,Touching
16.653,40.696,-55.704,0.165,0.403,-0.552,0.595,0.489,0.262,3.610,1.213,-0.475,1.000,3.000,0.000,0.229,0.328,-0.613,0.539,0.394,0.221,0.538,0.380,0.213,-0.335,0.622,-0.084,1.636,2.203,2.058,Touching
7.014,42.101,-53.415,0.070,0.421,-0.534,0.616,0.439,0.298,8.781,1.042,-0.557,1.000,8.000,0.000,-0.004,0.299,-0.554,0.560,0.352,0.250,0.557,0.322,0.249,-0.049,0.853,0.010,1.490,2.789,1.960,Touching
9.590,55.679,-39.539,0.095,0.551,-0.391,0.652,0.464,0.336,6.862,0.842,-0.859,1.000,2.000,1.000,0.160,0.344,-0.304,0.600,0.372,0.287,0.598,0.326,0.283,-0.105,1.168,-0.381,1.424,3.106,2.265,Touching
9.371,63.693,-32.206,0.093,0.631,-0.319,0.587,0.373,0.447,6.324,0.591,-1.401,1.000,0.000,8.000,-0.062,0.452,-0.172,0.532,0.310,0.414,0.519,0.293,0.409,0.011,0.990,-0.251,1.571,2.931,1.624,Touching
-8.430,47.302,-39.273,-0.083,0.468,-0.389,0.657,0.337,0.406,-7.866,0.719,-1.045,1.000,0.000,2.000,-0.359,0.307,-0.196,0.595,0.270,0.370,0.543,0.231,0.340,0.343,1.345,-0.377,1.549,3.629,1.750,Touching
