f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-38.401,17.727,-74.235,-0.380,0.176,-0.735,0.305,0.270,0.351,-0.803,1.537,-0.477,2.000,3.000,0.000,-0.216,0.099,-0.976,0.290,0.213,0.328,0.282,0.200,0.293,-0.260,1.227,0.396,1.346,3.276,1.435,Touching
-49.542,24.361,-56.867,-0.491,0.241,-0.563,0.340,0.325,0.423,-0.693,1.349,-0.752,0.000,1.000,2.000,-0.624,0.299,-0.513,0.317,0.266,0.404,0.302,0.262,0.403,0.141,0.272,0.047,1.379,2.377,1.258,Touching
-52.987,27.076,-57.661,-0.525,0.268,-0.571,0.352,0.339,0.424,-0.671,1.266,-0.743,0.000,3.000,0.000,-0.745,0.273,-0.675,0.339,0.269,0.407,0.318,0.269,0.404,0.281,0.698,0.106,1.198,2.670,1.199,Touching
-33.218,26.197,-71.864,-0.329,0.259,-0.712,0.288,0.371,0.341,-0.876,1.429,-0.480,0.000,3.000,0.000,-0.164,0.237,-0.961,0.277,0.322,0.318,0.258,0.321,0.285,-0.350,0.544,0.542,1.259,2.034,1.509,Touching
-44.679,27.624,-67.877,-0.442,0.274,-0.672,0.366,0.296,0.321,-0.828,1.083,-0.478,6.000,3.000,0.000,-0.585,0.284,-0.591,0.351,0.244,0.306,0.342,0.244,0.304,0.096,0.515,0.043,1.225,2.475,1.304,Touching
-43.064,0.254,-73.667,-0.431,0.003,-0.737,0.352,0.278,0.328,-0.818,109.258,-0.445,4.000,4.000,0.000,-0.693,-0.073,-0.948,0.341,0.213,0.315,0.326,0.195,0.302,0.199,0.933,0.183,1.168,3.145,1.232,Touching
-44.754,31.201,-58.347,-0.448,0.312,-0.583,0.361,0.297,0.440,-0.806,0.951,-0.755,2.000,5.000,4.000,-0.690,0.394,-0.583,0.345,0.243,0.422,0.334,0.231,0.422,0.125,0.614,-0.008,1.262,3.644,1.227,Touching
-47.180,46.399,-53.828,-0.467,0.459,-0.533,0.383,0.314,0.301,-0.820,0.685,-0.564,4.000,3.000,2.000,-0.592,0.478,-0.430,0.370,0.247,0.276,0.365,0.244,0.264,0.083,0.161,-0.052,1.171,2.116,1.509,Touching
-42.348,-5.030,-76.855,-0.419,-0.050,-0.761,0.311,0.326,0.330,-0.742,-6.555,-0.434,1.000,10.000,0.000,-0.425,-0.043,-0.949,0.275,0.253,0.310,0.275,0.253,0.303,-0.152,0.562,0.174,1.698,2.897,1.473,Touching
-48.610,29.161,-59.288,-0.486,0.292,-0.593,0.374,0.279,0.370,-0.770,0.957,-0.623,5.000,3.000,0.000,-0.628,0.299,-0.386,0.349,0.211,0.354,0.329,0.211,0.332,0.292,0.650,-0.257,1.359,3.195,1.279,Touching
-45.818,33.430,-56.241,-0.454,0.331,-0.557,0.390,0.250,0.428,-0.859,0.756,-0.768,2.000,2.000,2.000,-0.676,0.321,-0.502,0.370,0.214,0.408,0.359,0.213,0.406,0.061,0.463,-0.029,1.339,2.380,1.221,Touching
-37.178,41.323,-59.557,-0.372,0.413,-0.596,0.313,0.343,0.413,-0.842,0.830,-0.693,4.000,3.000,3.000,-0.435,0.523,-0.644,0.295,0.311,0.387,0.291,0.301,0.385,0.046,-0.154,0.190,1.291,1.514,1.385,Touching
-26.351,38.450,-73.666,-0.264,0.384,-0.737,0.263,0.326,0.319,-0.998,0.847,-0.433,11.000,6.000,0.000,-0.236,0.426,-0.930,0.243,0.300,0.291,0.242,0.299,0.263,-0.304,0.114,0.633,1.497,1.396,1.716,Touching
