f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-34.202,35.884,-77.497,-0.326,0.342,-0.738,0.062,0.393,0.236,-0.192,1.151,-0.320,0.000,1.000,0.000,-0.326,0.321,-0.823,0.054,0.362,0.195,0.054,0.361,0.184,0.393,0.143,0.961,2.343,1.385,2.665,NoTouching
-41.998,86.624,15.476,-0.400,0.825,0.147,0.082,0.179,0.346,-0.204,0.217,2.347,0.000,0.000,3.000,-0.413,0.856,-0.003,0.068,0.151,0.305,0.067,0.149,0.283,0.360,-0.147,0.558,2.316,2.138,1.816,NoTouching
-53.800,79.723,28.558,-0.512,0.759,0.272,0.079,0.068,0.243,-0.154,0.089,0.893,0.000,0.000,4.000,-0.536,0.779,0.274,0.066,0.055,0.206,0.064,0.053,0.206,0.395,-0.725,0.108,1.961,3.029,1.896,NoTouching
-36.750,76.605,56.781,-0.350,0.730,0.541,0.047,0.171,0.269,-0.135,0.234,0.498,0.000,0.000,2.000,-0.359,0.699,0.624,0.031,0.135,0.212,0.030,0.133,0.197,1.999,0.412,-0.998,8.326,3.485,2.950,NoTouching
-48.751,77.688,49.161,-0.464,0.740,0.468,0.062,0.115,0.242,-0.133,0.155,0.517,0.000,0.000,1.000,-0.454,0.736,0.490,0.045,0.097,0.186,0.043,0.097,0.186,-0.304,-0.205,-1.165,2.826,2.125,4.204,NoTouching
-38.830,53.139,-75.806,-0.370,0.506,-0.722,0.072,0.186,0.139,-0.196,0.368,-0.193,0.000,0.000,0.000,-0.378,0.451,-0.768,0.058,0.139,0.117,0.057,0.130,0.110,0.129,1.512,0.655,2.741,5.097,2.575,NoTouching
-44.128,79.442,-2.561,-0.420,0.757,-0.024,0.082,0.235,0.458,-0.195,0.310,-18.774,0.000,0.000,1.000,-0.416,0.737,0.129,0.061,0.176,0.426,0.061,0.175,0.417,-0.751,0.167,-0.170,3.870,3.752,1.436,NoTouching
-51.539,62.582,63.623,-0.491,0.596,0.606,0.053,0.146,0.152,-0.108,0.246,0.251,0.000,0.000,0.000,-0.507,0.611,0.642,0.041,0.126,0.122,0.039,0.126,0.117,1.221,0.287,-0.799,4.370,2.201,3.094,NoTouching
-42.768,48.973,-66.688,-0.407,0.466,-0.635,0.112,0.191,0.457,-0.274,0.409,-0.720,0.000,0.000,0.000,-0.423,0.437,-0.776,0.079,0.135,0.345,0.077,0.132,0.296,0.854,1.647,1.314,3.727,7.002,3.808,NoTouching
-44.296,50.369,-78.594,-0.422,0.480,-0.749,0.088,0.147,0.123,-0.209,0.306,-0.164,0.000,0.000,0.000,-0.417,0.462,-0.764,0.074,0.118,0.086,0.073,0.117,0.085,-0.363,0.230,0.768,2.534,2.531,4.245,NoTouching
206.863,145.932,33.695,1.970,1.390,0.321,0.604,2.115,0.823,0.306,1.522,2.563,0.000,2.000,9.000,1.897,1.624,0.197,0.493,1.478,0.615,0.488,1.460,0.609,0.017,-0.507,0.316,2.511,3.979,3.392,NoTouching
201.472,144.592,94.374,1.919,1.377,0.899,0.477,1.862,0.688,0.249,1.352,0.765,0.000,2.000,5.000,2.052,1.652,0.902,0.402,1.254,0.486,0.394,1.174,0.486,-0.580,-0.662,0.951,2.473,4.087,4.906,NoTouching
184.242,126.014,30.985,1.755,1.200,0.295,0.521,1.845,1.098,0.297,1.537,3.720,0.000,2.000,7.000,1.759,1.500,0.169,0.414,1.241,0.754,0.414,1.167,0.742,0.281,-0.335,0.121,3.144,4.924,5.684,NoTouching
139.374,83.368,47.501,1.366,0.817,0.466,0.610,2.182,1.229,0.446,2.669,2.639,0.000,2.000,6.000,1.370,1.404,0.116,0.440,1.657,0.963,0.440,1.513,0.875,0.750,-0.179,0.758,4.323,3.227,2.871,NoTouching
171.866,155.296,69.051,1.606,1.451,0.645,0.437,1.906,0.724,0.272,1.313,1.123,0.000,3.000,6.000,1.624,1.697,0.637,0.363,1.310,0.523,0.363,1.256,0.523,-0.120,-0.459,0.977,1.977,3.861,4.029,NoTouching
173.662,173.169,57.939,1.623,1.618,0.541,0.585,2.221,0.938,0.361,1.372,1.732,0.000,2.000,9.000,1.470,1.441,0.415,0.478,1.549,0.702,0.469,1.537,0.690,0.679,-0.099,0.292,2.998,3.584,4.212,NoTouching
187.795,138.569,77.189,1.739,1.283,0.715,0.542,2.076,0.580,0.312,1.618,0.811,0.000,2.000,6.000,1.743,1.589,0.737,0.378,1.358,0.395,0.378,1.332,0.395,0.070,-0.389,0.109,4.251,4.805,4.404,NoTouching
157.151,146.148,57.211,1.469,1.366,0.535,0.422,1.914,0.581,0.288,1.401,1.087,0.000,2.000,5.000,1.463,1.600,0.481,0.350,1.279,0.391,0.350,1.223,0.387,0.232,-0.607,1.374,2.379,3.908,5.682,NoTouching
167.600,101.934,61.363,1.566,0.953,0.573,0.752,2.150,0.969,0.480,2.257,1.690,0.000,2.000,8.000,1.445,1.553,0.307,0.624,1.690,0.737,0.615,1.517,0.671,0.503,-0.573,0.934,2.347,2.928,3.376,NoTouching
162.238,150.755,35.471,1.502,1.396,0.328,0.604,2.034,0.778,0.402,1.457,2.369,0.000,2.000,10.000,1.407,1.631,0.288,0.475,1.254,0.475,0.461,1.220,0.472,0.887,0.284,-0.155,3.499,6.419,8.003,NoTouching
-9.139,9.383,-102.400,-0.085,0.088,-0.957,0.055,0.241,0.057,-0.644,2.754,-0.059,2.000,3.000,0.000,-0.072,0.110,-0.964,0.045,0.209,0.044,0.043,0.208,0.043,-0.448,-0.145,-0.019,2.435,1.826,3.292,NoTouching
-13.313,30.511,-100.347,-0.124,0.285,-0.938,0.066,0.076,0.059,-0.534,0.266,-0.063,3.000,0.000,0.000,-0.139,0.302,-0.938,0.051,0.059,0.043,0.050,0.058,0.043,1.235,-0.788,-0.726,4.827,3.364,4.712,NoTouching
-13.390,30.183,-100.528,-0.125,0.282,-0.940,0.068,0.079,0.059,-0.546,0.279,-0.063,6.000,0.000,0.000,-0.129,0.290,-0.938,0.042,0.064,0.039,0.041,0.063,0.039,-1.735,-0.411,0.026,12.566,2.587,7.084,NoTouching
-13.901,27.877,-101.412,-0.130,0.261,-0.948,0.038,0.095,0.055,-0.294,0.365,-0.058,2.000,2.000,0.000,-0.138,0.271,-0.943,0.028,0.068,0.035,0.027,0.067,0.035,0.699,-0.521,-1.236,5.323,5.158,8.802,NoTouching
-12.746,25.287,-101.512,-0.119,0.236,-0.949,0.052,0.054,0.060,-0.435,0.227,-0.063,3.000,0.000,0.000,-0.127,0.230,-0.946,0.035,0.043,0.042,0.034,0.043,0.042,0.547,0.010,-0.198,5.667,3.392,4.372,NoTouching
-13.452,24.511,-101.399,-0.126,0.229,-0.948,0.077,0.135,0.090,-0.614,0.590,-0.095,4.000,8.000,0.000,-0.132,0.256,-0.945,0.051,0.098,0.064,0.051,0.094,0.064,0.680,-1.119,-0.949,5.201,4.833,5.143,NoTouching
-13.898,29.708,-100.671,-0.130,0.278,-0.941,0.045,0.054,0.044,-0.344,0.194,-0.047,2.000,0.000,0.000,-0.130,0.283,-0.937,0.033,0.044,0.033,0.033,0.044,0.032,0.004,-0.299,-0.108,4.403,2.945,3.777,NoTouching
-13.809,23.866,-100.940,-0.130,0.225,-0.952,0.062,0.069,0.057,-0.479,0.305,-0.060,2.000,0.000,0.000,-0.128,0.232,-0.952,0.043,0.054,0.043,0.043,0.053,0.043,0.493,0.411,-0.177,5.390,4.082,4.211,NoTouching
