f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-58.289,45.224,-108.274,-0.383,0.298,-0.712,0.393,0.227,0.273,-1.024,0.764,-0.383,1.000,4.000,0.000,-0.536,0.204,-0.620,0.357,0.177,0.246,0.333,0.152,0.239,0.405,1.169,-0.211,1.521,3.629,2.487,NearMiss
2.430,66.833,-99.224,0.016,0.440,-0.653,0.489,0.428,0.175,30.615,0.973,-0.268,1.000,1.000,0.000,0.305,0.301,-0.581,0.450,0.383,0.153,0.413,0.368,0.148,-0.403,0.305,-0.344,1.578,1.882,1.909,NearMiss
16.844,61.978,-112.190,0.114,0.419,-0.758,0.345,0.338,0.261,3.034,0.808,-0.344,1.000,0.000,0.000,0.220,0.217,-0.847,0.279,0.300,0.198,0.241,0.288,0.186,-0.699,0.654,1.312,2.647,1.987,3.750,NearMiss
-82.308,61.924,-79.950,-0.542,0.407,-0.526,0.365,0.269,0.400,-0.674,0.659,-0.760,3.000,4.000,2.000,-0.688,0.373,-0.438,0.299,0.212,0.330,0.275,0.210,0.325,1.036,0.668,-0.600,2.784,3.559,3.709,NearMiss
-57.426,29.383,-69.024,-0.380,0.195,-0.457,0.554,0.475,0.313,-1.456,2.439,-0.684,1.000,1.000,0.000,-0.676,0.185,-0.285,0.492,0.435,0.281,0.452,0.435,0.242,0.650,0.373,-0.781,1.784,1.679,2.036,NearMiss
-52.551,52.105,-30.446,-0.346,0.343,-0.200,0.568,0.296,0.598,-1.644,0.863,-2.983,1.000,2.000,1.000,-0.464,0.301,0.099,0.513,0.233,0.565,0.499,0.226,0.532,0.316,0.690,-0.317,1.471,2.563,1.341,NearMiss
-85.410,43.921,-86.610,-0.562,0.289,-0.570,0.352,0.293,0.248,-0.626,1.014,-0.436,1.000,10.000,0.000,-0.702,0.149,-0.449,0.297,0.249,0.219,0.282,0.233,0.187,0.831,0.858,-0.785,2.119,2.646,1.905,NearMiss
-53.154,57.608,-98.161,-0.350,0.379,-0.646,0.418,0.281,0.348,-1.196,0.742,-0.539,1.000,4.000,0.000,-0.431,0.313,-0.472,0.366,0.230,0.329,0.358,0.222,0.321,0.077,0.298,-0.342,1.675,2.245,1.502,NearMiss
-35.434,37.468,-67.086,-0.235,0.248,-0.444,0.651,0.468,0.261,-2.773,1.887,-0.588,1.000,1.000,0.000,-0.551,0.449,-0.293,0.597,0.428,0.237,0.552,0.412,0.221,0.521,0.023,-0.642,1.533,1.584,2.003,NearMiss
-80.559,70.565,-38.852,-0.534,0.467,-0.257,0.442,0.152,0.460,-0.828,0.324,-1.787,1.000,0.000,8.000,-0.753,0.452,0.008,0.375,0.105,0.404,0.320,0.104,0.322,1.042,0.750,-0.951,2.396,3.559,2.094,NearMiss
