-0.198,0.088,-0.970,-0.212,0.112,-0.951,-0.216,0.100,-0.953,-0.222,0.108,-0.951,-0.229,0.113,-0.950,-0.235,0.124,-0.963,-0.311,0.579,-0.879,-0.702,0.692,-0.208,-0.779,0.392,-0.286,-0.904,0.248,0.015,Touching
-0.231,-0.033,-0.947,-0.225,0.001,-0.965,-0.268,0.028,-1.097,-0.640,0.617,-0.822,-0.565,0.194,-0.417,-0.702,0.146,-0.509,-0.802,0.105,-0.503,-0.868,0.097,-0.493,-0.860,0.060,-0.455,-0.854,0.162,-0.451,Touching
0.203,-0.022,-0.971,0.212,-0.036,-1.037,-0.020,0.366,-1.242,-0.555,0.633,-0.597,-0.603,0.013,-0.309,-0.883,0.082,-0.275,-0.877,0.025,-0.051,-0.941,0.024,-0.153,-0.987,0.046,-0.163,-1.004,-0.010,-0.196,Touching
0.679,-0.027,-0.747,0.757,-0.007,-0.849,0.573,0.213,-1.176,-0.228,0.744,-0.901,-0.549,0.194,-0.385,-0.768,-0.145,-0.397,-0.701,-0.171,-0.443,-0.614,-0.369,-0.389,-0.605,-0.511,-0.246,-0.588,-0.641,-0.113,Touching
0.049,0.137,-0.978,0.050,0.127,-1.002,0.028,0.247,-1.061,-0.149,0.502,-0.983,-0.403,0.477,-0.664,-0.542,0.400,-0.491,-0.720,0.285,-0.530,-0.712,0.258,-0.597,-0.715,0.301,-0.613,-0.711,0.298,-0.595,Touching
0.031,0.070,-0.988,0.020,0.149,-1.047,-0.179,0.767,-0.700,-0.382,0.772,-0.123,-0.579,0.699,0.067,-0.568,0.830,0.034,-0.580,0.787,0.080,-0.583,0.784,0.084,-0.578,0.808,0.088,-0.578,0.795,0.086,Touching
-0.196,0.536,-0.846,-0.434,0.752,-0.737,-0.674,0.761,-0.220,-0.645,0.517,0.016,-0.728,0.419,0.013,-0.879,0.423,0.122,-0.910,0.460,0.173,-0.954,0.448,0.154,-0.841,0.416,0.075,-0.841,0.420,0.050,Touching
0.232,0.174,-0.952,0.267,0.191,-1.000,0.025,0.521,-1.272,-0.442,0.413,-0.768,-0.633,-0.133,-0.158,-0.708,-0.258,-0.398,-0.921,-0.186,-0.248,-0.915,-0.100,-0.235,-0.888,-0.027,-0.393,-0.934,0.103,-0.485,Touching
0.672,0.327,-0.830,0.578,0.494,-1.071,-0.108,0.775,-0.665,-0.448,0.487,-0.016,-0.631,0.387,-0.193,-0.893,0.485,-0.158,-0.895,0.326,-0.144,-0.946,0.351,-0.150,-0.902,0.339,-0.196,-0.903,0.319,-0.150,Touching
0.476,0.200,-0.917,0.383,0.353,-1.078,-0.038,0.744,-1.101,-0.255,0.272,-0.614,-0.499,-0.115,-0.413,-0.906,-0.012,-0.415,-0.900,-0.106,-0.499,-0.794,0.042,-0.473,-0.928,0.085,-0.272,-1.024,0.226,-0.235,Touching
0.297,0.152,-0.930,0.287,0.238,-1.052,-0.063,0.809,-1.125,-0.531,0.747,-0.313,-0.617,0.229,-0.209,-0.784,0.003,-0.292,-0.852,-0.144,-0.366,-0.750,-0.267,-0.355,-0.856,-0.373,-0.298,-0.796,-0.354,-0.268,Touching
0.223,0.060,-0.960,0.165,0.415,-1.134,-0.339,0.948,-0.854,-0.441,0.629,-0.242,-0.390,0.569,-0.260,-0.791,0.497,-0.128,-0.918,0.505,-0.158,-0.902,0.320,-0.118,-0.831,0.434,-0.184,-0.883,0.292,-0.071,Touching
0.266,0.095,-0.910,0.242,0.425,-0.961,-0.326,1.255,-0.742,-0.504,0.554,-0.174,-0.565,0.119,-0.217,-0.866,0.257,-0.241,-1.061,0.177,-0.231,-0.828,0.149,-0.206,-0.992,0.108,-0.146,-0.953,0.054,-0.271,Touching
0.178,0.088,-1.070,0.062,0.298,-1.304,-0.513,0.903,-0.732,-0.567,0.199,-0.054,-0.478,0.095,-0.339,-0.934,0.187,-0.394,-0.667,0.292,-0.420,-1.069,0.389,-0.333,-0.702,0.305,-0.405,-1.281,0.276,-0.261,Touching
0.295,-0.073,-0.947,0.218,0.243,-1.106,-0.400,1.083,-0.696,-0.245,0.541,-0.191,-0.716,0.334,-0.065,-0.958,0.425,0.039,-0.989,0.277,0.046,-0.841,0.289,0.020,-0.962,0.369,0.040,-0.868,0.290,-0.022,Touching
0.098,0.065,-1.022,0.101,0.309,-1.171,-0.326,0.716,-0.961,-0.582,0.303,-0.423,-0.649,-0.094,-0.368,-0.794,-0.052,-0.432,-0.845,-0.104,-0.451,-0.852,-0.047,-0.435,-0.987,-0.022,-0.356,-0.947,0.060,-0.290,Touching
0.297,-0.154,-1.024,0.135,0.136,-1.301,-0.564,0.386,-0.696,-0.651,-0.108,-0.141,-0.831,-0.159,-0.014,-1.022,-0.267,0.056,-0.920,-0.234,0.052,-0.961,-0.193,-0.099,-0.943,-0.212,-0.240,-0.798,-0.173,-0.341,Touching
0.173,-0.041,-0.937,0.116,0.335,-0.882,-0.345,1.325,-0.718,-0.501,0.819,-0.126,-0.536,0.186,-0.105,-0.851,0.248,-0.224,-0.928,0.244,-0.212,-0.937,0.266,-0.186,-0.856,0.296,-0.245,-0.495,0.074,-0.311,Touching
0.254,0.046,-0.871,0.254,0.364,-0.922,-0.034,1.073,-0.806,-0.388,1.057,-0.142,-0.520,0.498,0.079,-0.682,0.407,-0.014,-0.885,0.445,-0.028,-0.891,0.416,0.019,-0.878,0.435,0.004,-0.787,0.449,-0.113,Touching
0.341,0.081,-0.917,0.248,0.458,-1.061,-0.158,1.027,-0.751,-0.452,0.770,-0.112,-0.555,0.316,-0.192,-0.837,0.291,-0.148,-0.926,0.291,-0.133,-0.932,0.303,-0.112,-0.919,0.275,-0.128,-0.785,0.295,-0.149,Touching
0.366,0.035,-0.919,0.359,0.199,-0.990,0.027,0.858,-1.015,-0.428,0.795,-0.351,-0.547,0.459,-0.045,-0.738,0.402,-0.063,-0.927,0.330,-0.068,-0.930,0.251,-0.078,-0.948,0.259,-0.100,-0.934,0.235,-0.135,Touching
0.331,0.065,-0.943,0.324,0.195,-0.973,0.090,0.659,-1.121,-0.376,0.638,-0.823,-0.618,0.225,-0.360,-0.709,-0.119,-0.153,-0.930,-0.170,-0.174,-0.953,-0.166,-0.154,-0.939,-0.198,-0.114,-0.965,-0.225,-0.114,Touching
0.324,0.025,-0.908,0.214,0.593,-1.081,-0.425,1.636,-0.684,-0.362,0.520,-0.147,-0.329,0.155,-0.367,-0.576,0.313,-0.410,-0.580,-0.097,-0.535,-0.615,-0.389,-0.650,-0.541,-0.496,-0.566,-0.363,-0.447,-0.282,Touching
0.275,0.043,-0.936,0.132,0.695,-1.208,-0.373,1.059,-0.747,-0.332,-0.053,-0.091,-0.826,-0.036,-0.294,-0.904,-0.031,-0.334,-0.901,0.023,-0.309,-0.610,-0.046,-0.306,0.107,0.485,-0.421,0.620,0.682,-0.453,Touching
0.264,-0.037,-0.888,0.289,0.352,-0.972,-0.177,1.166,-0.763,-0.456,0.692,-0.306,-0.644,0.274,-0.113,-0.765,0.271,-0.276,-0.984,0.450,-0.066,-0.752,0.217,-0.184,-0.422,0.409,0.042,-0.147,0.844,0.337,Touching
0.191,-0.064,-0.898,0.092,0.442,-1.031,-0.358,1.144,-0.795,-0.477,0.613,-0.243,-0.603,0.160,-0.132,-0.897,0.342,-0.191,-0.877,0.218,-0.174,-0.522,0.347,-0.182,-0.169,0.562,-0.133,0.592,0.839,-0.476,Touching
0.322,0.020,-0.929,0.229,0.410,-1.226,-0.384,0.600,-1.089,-0.530,0.066,-0.244,-0.640,-0.209,-0.042,-1.024,-0.162,-0.229,-0.938,-0.088,-0.108,-0.808,-0.243,-0.119,-0.460,-0.045,-0.237,0.164,0.639,-0.525,Touching
0.208,-0.078,-0.932,-0.015,0.681,-0.990,-0.500,1.019,-0.365,-0.573,0.376,-0.100,-0.780,0.291,-0.099,-0.892,0.349,-0.185,-0.865,0.315,-0.266,-0.639,0.166,-0.240,-0.445,0.483,-0.021,-0.138,0.763,0.047,Touching
0.369,-0.073,-0.737,0.586,0.118,-0.883,0.326,0.983,-1.323,-0.181,0.970,-0.576,-0.449,0.134,-0.035,-0.674,-0.304,-0.105,-0.875,-0.282,-0.202,-0.952,-0.348,-0.187,-0.844,-0.394,-0.166,-0.620,-0.459,-0.170,Touching
0.447,-0.016,-0.871,0.466,0.007,-0.860,0.480,0.631,-0.904,-0.046,1.105,-0.627,-0.415,0.607,-0.178,-0.641,0.293,-0.095,-0.878,0.357,-0.202,-0.813,0.325,-0.180,-0.514,0.274,-0.122,-0.261,0.666,0.057,Touching
0.284,-0.034,-0.944,0.233,0.210,-1.026,-0.214,1.053,-0.784,-0.310,0.903,-0.133,-0.623,0.330,-0.376,-0.899,-0.154,0.069,-0.857,-0.152,-0.298,-0.949,-0.161,-0.407,-0.947,-0.104,-0.454,-0.824,-0.114,-0.138,Touching
