f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-39.782,48.864,-78.348,-0.332,0.407,-0.653,0.061,0.407,0.316,-0.184,0.999,-0.484,0.000,1.000,0.000,-0.342,0.450,-0.766,0.053,0.376,0.274,0.052,0.375,0.254,0.545,-0.104,0.787,2.522,1.321,2.184,NoTouching
-48.227,97.972,23.187,-0.402,0.816,0.193,0.077,0.177,0.346,-0.191,0.217,1.790,0.000,0.000,3.000,-0.413,0.848,0.068,0.061,0.151,0.318,0.060,0.149,0.308,0.449,-0.101,0.243,2.635,2.102,1.525,NoTouching
-60.257,93.480,31.983,-0.502,0.779,0.267,0.080,0.087,0.228,-0.160,0.112,0.855,0.000,0.000,4.000,-0.519,0.789,0.247,0.069,0.063,0.186,0.068,0.063,0.185,0.184,0.432,0.185,1.820,4.372,2.162,NoTouching
-41.856,90.247,64.530,-0.349,0.752,0.538,0.045,0.171,0.252,-0.128,0.227,0.469,0.000,0.000,2.000,-0.354,0.753,0.600,0.030,0.140,0.190,0.029,0.140,0.185,1.993,0.119,-1.026,8.882,3.062,3.296,NoTouching
-58.708,88.935,58.020,-0.489,0.741,0.483,0.093,0.109,0.230,-0.191,0.147,0.476,0.000,0.000,1.000,-0.456,0.739,0.560,0.072,0.090,0.176,0.064,0.090,0.170,-1.177,-0.237,-1.366,4.301,2.345,4.851,NoTouching
-43.773,59.450,-88.741,-0.365,0.495,-0.740,0.069,0.176,0.139,-0.190,0.356,-0.188,0.000,0.000,0.000,-0.366,0.436,-0.788,0.056,0.129,0.114,0.056,0.117,0.106,-0.041,1.718,0.827,2.854,5.920,2.777,NoTouching
-51.907,90.847,3.816,-0.433,0.757,0.032,0.084,0.221,0.455,-0.194,0.292,14.321,0.000,0.000,1.000,-0.422,0.744,0.285,0.066,0.162,0.417,0.066,0.161,0.393,-0.432,0.170,-0.377,3.064,4.200,1.551,NoTouching
-59.448,69.498,74.556,-0.495,0.579,0.621,0.051,0.144,0.148,-0.103,0.249,0.239,0.000,0.000,0.000,-0.511,0.554,0.659,0.039,0.126,0.117,0.036,0.126,0.112,1.416,0.499,-0.999,4.937,2.304,3.432,NoTouching
-49.009,54.443,-78.645,-0.408,0.454,-0.655,0.105,0.182,0.431,-0.256,0.401,-0.658,0.000,0.000,0.000,-0.419,0.412,-0.788,0.071,0.128,0.311,0.069,0.123,0.262,0.940,1.848,1.505,4.276,7.928,4.486,NoTouching
-51.507,56.191,-88.550,-0.429,0.468,-0.738,0.086,0.143,0.120,-0.199,0.305,-0.162,0.000,0.000,0.000,-0.432,0.452,-0.752,0.071,0.115,0.087,0.071,0.114,0.086,-0.170,0.382,0.556,2.469,2.639,3.973,NoTouching
229.880,168.440,33.591,1.916,1.404,0.280,0.586,1.979,0.783,0.306,1.410,2.797,0.000,2.000,10.000,1.834,1.620,0.156,0.475,1.315,0.574,0.467,1.296,0.565,0.217,-0.562,0.448,2.586,4.551,3.723,NoTouching
224.327,143.335,111.070,1.869,1.194,0.926,0.510,1.871,0.832,0.273,1.566,0.898,0.000,3.000,6.000,1.966,1.597,0.900,0.412,1.356,0.590,0.406,1.240,0.588,-0.842,-0.507,1.055,3.571,3.646,4.490,NoTouching
197.307,92.442,63.635,1.644,0.770,0.530,0.577,2.104,1.231,0.351,2.731,2.320,0.000,3.000,7.000,1.655,1.429,0.268,0.466,1.633,0.917,0.466,1.483,0.894,0.171,-0.306,0.141,2.884,3.608,4.090,NoTouching
162.308,76.917,55.636,1.399,0.663,0.480,0.609,2.133,1.169,0.435,3.217,2.437,0.000,3.000,6.000,1.381,1.364,0.149,0.450,1.653,0.901,0.450,1.553,0.824,0.605,-0.063,0.764,3.885,3.211,3.078,NoTouching
196.475,185.958,79.013,1.597,1.512,0.642,0.444,1.789,0.684,0.278,1.184,1.064,0.000,3.000,6.000,1.609,1.703,0.642,0.375,1.182,0.485,0.375,1.139,0.485,-0.092,-0.578,1.015,1.870,4.400,4.449,NoTouching
199.307,206.759,69.541,1.634,1.695,0.570,0.550,2.098,0.885,0.337,1.238,1.552,0.000,2.000,9.000,1.619,1.615,0.493,0.432,1.442,0.645,0.431,1.435,0.643,0.663,-0.201,0.219,3.315,3.972,4.635,NoTouching
225.528,166.465,90.563,1.819,1.342,0.730,0.547,1.944,0.549,0.301,1.448,0.752,0.000,2.000,6.000,1.813,1.637,0.760,0.404,1.225,0.373,0.404,1.179,0.372,-0.187,-0.502,0.032,3.766,5.500,4.770,NoTouching
179.359,149.602,67.945,1.458,1.216,0.552,0.409,1.889,0.700,0.281,1.553,1.268,0.000,3.000,6.000,1.441,1.548,0.478,0.330,1.321,0.477,0.330,1.244,0.469,0.184,-0.495,1.466,2.685,3.701,5.350,NoTouching
196.727,109.499,65.477,1.613,0.898,0.537,0.758,2.082,0.933,0.470,2.320,1.737,0.000,3.000,10.000,1.477,1.553,0.286,0.640,1.659,0.700,0.632,1.486,0.641,0.388,-0.537,1.022,2.144,2.944,3.650,NoTouching
183.144,176.481,47.518,1.477,1.423,0.383,0.577,1.903,0.743,0.391,1.337,1.939,0.000,2.000,10.000,1.374,1.608,0.344,0.449,1.117,0.471,0.437,1.094,0.469,0.993,0.260,-0.339,3.832,7.293,8.478,NoTouching
-11.026,11.203,-117.901,-0.090,0.091,-0.959,0.053,0.225,0.053,-0.586,2.475,-0.055,2.000,3.000,0.000,-0.079,0.114,-0.966,0.044,0.185,0.039,0.043,0.183,0.039,-0.242,-0.199,0.063,2.450,2.101,3.715,NoTouching
-14.244,34.545,-115.533,-0.116,0.281,-0.939,0.072,0.073,0.060,-0.618,0.260,-0.064,4.000,0.000,0.000,-0.131,0.290,-0.940,0.057,0.058,0.045,0.055,0.057,0.045,1.004,-0.629,-0.545,3.817,3.290,4.259,NoTouching
-15.215,34.104,-114.616,-0.125,0.280,-0.939,0.066,0.075,0.060,-0.527,0.268,-0.064,6.000,0.000,0.000,-0.130,0.282,-0.938,0.041,0.059,0.041,0.040,0.059,0.041,-1.691,-0.341,0.081,13.010,2.735,6.289,NoTouching
-14.021,29.346,-117.141,-0.114,0.239,-0.952,0.056,0.106,0.053,-0.494,0.444,-0.056,3.000,2.000,0.000,-0.134,0.263,-0.947,0.043,0.084,0.035,0.040,0.081,0.035,1.032,-0.291,-1.010,3.803,3.458,8.399,NoTouching
-14.528,28.355,-115.793,-0.119,0.232,-0.949,0.049,0.052,0.057,-0.412,0.224,-0.060,3.000,0.000,0.000,-0.127,0.227,-0.947,0.033,0.041,0.039,0.032,0.041,0.038,0.556,0.145,-0.189,6.197,3.463,4.842,NoTouching
-15.417,27.806,-115.998,-0.126,0.228,-0.951,0.073,0.127,0.085,-0.575,0.557,-0.090,4.000,8.000,0.000,-0.130,0.246,-0.948,0.047,0.089,0.060,0.046,0.087,0.060,0.740,-1.155,-0.887,5.857,5.375,5.510,NoTouching
-15.958,33.977,-114.753,-0.131,0.278,-0.941,0.043,0.053,0.044,-0.330,0.191,-0.047,2.000,0.000,0.000,-0.131,0.283,-0.936,0.032,0.043,0.033,0.032,0.043,0.033,0.079,-0.270,-0.115,4.578,2.963,3.522,NoTouching
-15.627,26.619,-115.567,-0.129,0.220,-0.955,0.059,0.068,0.057,-0.459,0.307,-0.059,2.000,0.000,0.000,-0.128,0.222,-0.954,0.041,0.054,0.043,0.041,0.054,0.043,0.452,0.495,-0.183,5.782,4.091,4.199,NoTouching
-16.870,31.019,-116.412,-0.137,0.252,-0.946,0.056,0.058,0.063,-0.406,0.232,-0.066,2.000,0.000,0.000,-0.145,0.260,-0.945,0.035,0.046,0.043,0.034,0.045,0.043,1.439,0.468,-0.162,9.501,5.950,4.303,NoTouching
-18.039,36.874,-114.419,-0.147,0.300,-0.930,0.014,0.034,0.019,-0.097,0.115,-0.020,0.000,0.000,0.000,-0.144,0.301,-0.931,0.011,0.026,0.013,0.011,0.026,0.013,-0.387,0.057,-0.241,3.358,3.722,6.156,NoTouching
-54.852,99.625,0.338,-0.457,0.830,0.003,0.144,0.130,0.161,-0.316,0.157,57.239,0.000,0.000,1.000,-0.438,0.843,-0.059,0.121,0.100,0.143,0.120,0.099,0.138,-0.193,-0.150,0.408,1.904,2.573,1.755,NoTouching
-67.198,87.170,16.102,-0.555,0.720,0.133,0.115,0.264,0.270,-0.208,0.367,2.030,0.000,0.000,3.000,-0.578,0.737,0.203,0.088,0.232,0.201,0.086,0.232,0.192,0.140,0.021,-0.846,2.938,1.828,3.710,NoTouching
-61.858,86.407,-37.115,-0.511,0.714,-0.307,0.143,0.286,0.136,-0.280,0.401,-0.442,0.000,0.000,0.000,-0.480,0.757,-0.322,0.116,0.241,0.114,0.114,0.237,0.114,-0.806,-0.333,-0.220,2.911,2.238,2.194,NoTouching
-47.933,52.422,-83.642,-0.399,0.437,-0.697,0.131,0.294,0.243,-0.328,0.673,-0.349,0.000,2.000,0.000,-0.339,0.481,-0.693,0.120,0.265,0.208,0.115,0.264,0.208,-0.396,-0.168,0.007,1.587,1.832,1.749,NoTouching
-42.696,50.878,-95.739,-0.356,0.424,-0.798,0.097,0.123,0.088,-0.274,0.290,-0.110,0.000,0.000,0.000,-0.335,0.447,-0.808,0.078,0.092,0.066,0.076,0.089,0.065,-0.604,-0.495,0.184,3.308,3.419,3.748,NoTouching
-46.261,98.909,-31.668,-0.386,0.824,-0.264,0.033,0.132,0.275,-0.086,0.160,-1.043,0.000,0.000,3.000,-0.382,0.828,-0.283,0.026,0.105,0.254,0.025,0.105,0.254,-0.721,-0.095,0.055,3.584,3.255,1.498,NoTouching
-41.870,94.959,-15.957,-0.355,0.805,-0.135,0.042,0.171,0.395,-0.118,0.213,-2.919,0.000,0.000,1.000,-0.360,0.884,0.067,0.027,0.141,0.363,0.027,0.125,0.342,0.357,-1.062,-0.498,4.776,2.795,1.562,NoTouching
-55.183,94.248,30.744,-0.460,0.785,0.256,0.089,0.321,0.204,-0.194,0.409,0.797,0.000,0.000,2.000,-0.424,0.816,0.271,0.067,0.204,0.161,0.058,0.199,0.160,-1.934,0.391,-0.350,7.614,6.404,3.071,NoTouching
-28.005,37.291,-107.476,-0.233,0.311,-0.896,0.054,0.140,0.064,-0.233,0.452,-0.072,0.000,0.000,0.000,-0.220,0.350,-0.890,0.044,0.117,0.046,0.043,0.109,0.046,-0.501,-0.619,-0.240,2.611,2.237,2.772,NoTouching
-32.575,65.084,-92.709,-0.271,0.542,-0.773,0.020,0.079,0.049,-0.074,0.146,-0.063,0.000,0.000,0.000,-0.271,0.554,-0.770,0.015,0.059,0.031,0.015,0.057,0.031,0.444,-0.296,1.210,3.509,3.700,9.648,NoTouching
41.628,96.566,35.970,0.347,0.805,0.300,0.443,0.336,0.637,1.277,0.417,2.124,16.000,1.000,12.000,0.361,0.803,0.257,0.351,0.268,0.546,0.351,0.268,0.545,0.363,-0.205,0.034,2.937,3.554,2.103,NoTouching
43.727,80.461,52.081,0.364,0.671,0.434,0.411,0.368,0.699,1.129,0.549,1.610,10.000,4.000,11.000,0.337,0.730,0.470,0.326,0.267,0.581,0.325,0.264,0.580,0.239,-0.166,0.078,2.872,5.530,2.347,NoTouching
36.452,66.402,90.894,0.304,0.553,0.757,0.499,0.278,0.420,1.642,0.503,0.555,12.000,2.000,4.000,0.300,0.547,0.842,0.394,0.211,0.342,0.394,0.211,0.337,0.190,-0.186,-0.291,2.624,4.017,2.612,NoTouching
32.137,85.354,71.753,0.268,0.711,0.598,0.504,0.238,0.551,1.881,0.334,0.922,16.000,0.000,10.000,0.212,0.666,0.589,0.406,0.203,0.473,0.402,0.201,0.473,0.469,0.369,-0.055,2.593,2.335,2.052,NoTouching
30.084,76.016,76.692,0.251,0.633,0.639,0.555,0.290,0.572,2.212,0.458,0.895,13.000,6.000,10.000,0.230,0.642,0.727,0.460,0.214,0.492,0.460,0.214,0.490,0.132,-0.501,0.013,2.448,4.193,2.079,NoTouching
30.714,77.674,79.387,0.256,0.647,0.662,0.531,0.366,0.603,2.075,0.565,0.912,12.000,6.000,4.000,0.289,0.654,0.742,0.430,0.296,0.472,0.429,0.296,0.468,0.084,0.253,-0.592,2.611,3.131,3.533,NoTouching
30.036,96.675,41.099,0.250,0.806,0.342,0.477,0.430,0.683,1.904,0.534,1.993,22.000,3.000,10.000,0.224,0.797,0.356,0.388,0.296,0.598,0.388,0.296,0.598,0.454,-1.023,-0.013,2.946,6.989,1.902,NoTouching
40.182,47.412,-41.068,0.332,0.392,-0.339,0.439,0.832,0.710,1.321,2.122,-2.093,11.000,11.000,7.000,0.343,0.494,-0.442,0.342,0.701,0.472,0.342,0.695,0.452,0.164,-0.173,1.036,3.249,2.056,5.820,NoTouching
43.283,67.581,0.171,0.361,0.563,0.001,0.469,0.593,0.787,1.300,1.053,551.957,11.000,8.000,5.000,0.333,0.543,-0.097,0.356,0.480,0.707,0.354,0.480,0.704,0.257,-0.089,0.361,3.652,2.938,1.789,NoTouching
58.887,65.442,-34.145,0.491,0.545,-0.285,0.485,0.410,0.457,0.989,0.752,-1.607,4.000,6.000,5.000,0.340,0.595,-0.236,0.426,0.342,0.347,0.420,0.340,0.344,0.515,0.055,-1.089,2.190,2.138,4.601,NoTouching
-30.710,30.386,-110.177,-0.250,0.247,-0.896,0.311,0.301,0.212,-1.247,1.218,-0.237,2.000,9.000,0.000,-0.124,0.204,-0.943,0.226,0.257,0.173,0.200,0.256,0.169,-1.595,0.432,0.393,4.344,2.370,2.740,NearMiss
-89.438,-9.508,-65.168,-0.739,-0.079,-0.539,0.214,0.174,0.267,-0.290,-2.217,-0.496,0.000,2.000,0.000,-0.829,-0.145,-0.412,0.191,0.131,0.250,0.175,0.103,0.238,0.549,1.675,-0.358,1.686,4.509,1.374,NearMiss
-2.765,11.733,-113.426,-0.023,0.096,-0.930,0.398,0.384,0.250,-17.570,3.991,-0.269,6.000,9.000,1.000,0.074,-0.010,-0.976,0.307,0.303,0.174,0.287,0.280,0.169,-0.722,1.154,1.458,2.863,3.843,6.459,NearMiss
-65.760,18.819,-67.869,-0.543,0.156,-0.561,0.385,0.257,0.434,-0.709,1.653,-0.773,1.000,3.000,2.000,-0.705,0.195,-0.328,0.344,0.230,0.399,0.319,0.230,0.366,0.611,-0.187,-0.506,1.695,1.646,1.765,NearMiss
