f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-21.834,7.202,-61.782,-0.312,0.103,-0.883,0.063,0.241,0.080,-0.202,2.345,-0.091,0.000,1.000,0.000,-0.299,-0.004,-0.914,0.053,0.213,0.067,0.051,0.199,0.063,0.205,0.717,0.651,2.412,1.971,2.542,NoTouching
-28.058,60.191,-5.502,-0.401,0.860,-0.079,0.083,0.148,0.132,-0.206,0.172,-1.675,0.000,0.000,3.000,-0.400,0.867,-0.077,0.070,0.118,0.108,0.070,0.118,0.108,0.048,0.114,0.198,2.051,2.572,2.422,NoTouching
-33.717,54.569,24.369,-0.482,0.780,0.348,0.074,0.055,0.244,-0.155,0.071,0.700,0.000,0.000,1.000,-0.500,0.795,0.389,0.069,0.045,0.206,0.067,0.043,0.200,0.126,-0.454,-0.300,1.445,2.496,1.908,NoTouching
-24.626,52.661,32.787,-0.352,0.752,0.468,0.057,0.189,0.298,-0.162,0.251,0.636,0.000,0.000,2.000,-0.366,0.725,0.590,0.041,0.148,0.256,0.036,0.146,0.243,1.794,0.207,-0.484,6.090,3.170,2.040,NoTouching
-34.382,50.878,33.416,-0.491,0.727,0.477,0.052,0.114,0.287,-0.105,0.157,0.601,0.000,0.000,1.000,-0.461,0.712,0.599,0.047,0.095,0.230,0.040,0.095,0.223,-0.765,-0.095,-1.135,1.862,2.130,3.321,NoTouching
-26.812,38.840,-46.815,-0.383,0.555,-0.669,0.080,0.208,0.141,-0.208,0.374,-0.211,0.000,0.000,0.000,-0.391,0.506,-0.692,0.060,0.164,0.120,0.059,0.158,0.120,0.558,1.018,0.066,2.839,3.574,2.410,NoTouching
-31.088,52.435,-18.276,-0.444,0.749,-0.261,0.082,0.256,0.374,-0.186,0.342,-1.432,0.000,0.000,1.000,-0.428,0.750,-0.359,0.064,0.199,0.334,0.063,0.199,0.320,-0.749,-0.027,0.474,3.461,3.316,1.667,NoTouching
-35.515,39.078,46.038,-0.507,0.558,0.658,0.034,0.126,0.110,-0.067,0.226,0.167,0.000,0.000,0.000,-0.509,0.551,0.656,0.028,0.116,0.090,0.028,0.116,0.090,0.108,0.051,-0.210,2.305,1.487,2.101,NoTouching
-28.006,35.801,-38.775,-0.400,0.511,-0.554,0.135,0.217,0.539,-0.338,0.424,-0.973,0.000,0.000,0.000,-0.437,0.502,-0.746,0.109,0.151,0.458,0.105,0.150,0.407,0.573,1.120,0.770,2.476,5.069,2.350,NoTouching
-28.071,28.691,-52.293,-0.401,0.410,-0.747,0.087,0.104,0.146,-0.216,0.253,-0.196,0.000,0.000,0.000,-0.388,0.434,-0.763,0.070,0.083,0.110,0.069,0.083,0.108,-0.814,-0.176,0.640,3.706,2.794,3.105,NoTouching
127.447,43.162,34.138,1.821,0.617,0.488,0.577,1.924,0.804,0.317,3.120,1.648,0.000,2.000,5.000,1.802,1.234,0.221,0.457,1.557,0.658,0.455,1.409,0.614,0.014,-1.067,0.784,2.325,2.966,2.556,NoTouching
125.632,46.552,64.396,1.795,0.665,0.920,0.511,1.704,0.789,0.285,2.562,0.858,0.000,2.000,4.000,1.823,1.536,0.900,0.446,1.391,0.572,0.446,1.154,0.571,-0.219,-1.145,0.936,1.931,3.237,4.015,NoTouching
123.892,68.384,34.704,1.770,0.977,0.496,0.605,2.191,1.281,0.342,2.242,2.584,0.000,2.000,4.000,1.759,1.411,0.549,0.497,1.621,0.901,0.497,1.534,0.900,0.231,-0.016,-0.317,2.518,3.633,4.616,NoTouching
100.763,76.916,20.839,1.482,1.131,0.306,0.627,2.253,1.159,0.423,1.992,3.783,0.000,1.000,4.000,1.436,1.484,0.145,0.453,1.636,0.833,0.451,1.553,0.805,1.003,-0.062,0.749,3.984,3.022,3.481,NoTouching
122.063,162.459,39.816,1.719,2.288,0.561,0.390,1.280,0.402,0.227,0.560,0.717,0.000,1.000,3.000,1.662,1.873,0.654,0.312,0.922,0.311,0.309,0.837,0.299,-0.356,1.151,-0.823,2.730,4.588,3.144,NoTouching
106.073,81.367,27.966,1.494,1.146,0.394,0.471,2.331,1.025,0.315,2.034,2.603,0.000,2.000,7.000,1.429,1.391,0.252,0.381,1.674,0.695,0.374,1.630,0.667,0.295,-0.029,0.807,2.460,3.228,4.471,NoTouching
111.429,39.711,53.568,1.548,0.552,0.744,0.450,1.843,0.614,0.291,3.342,0.825,0.000,2.000,4.000,1.659,1.340,0.723,0.351,1.468,0.441,0.341,1.261,0.439,-0.998,-1.338,0.649,3.425,3.744,3.306,NoTouching
95.543,43.594,46.868,1.346,0.614,0.660,0.432,1.707,0.632,0.321,2.779,0.957,0.000,2.000,2.000,1.257,1.472,0.552,0.348,1.405,0.457,0.342,1.171,0.438,0.677,-1.216,1.313,2.552,3.248,4.411,NoTouching
122.822,98.013,32.681,1.730,1.380,0.460,0.839,2.162,0.840,0.485,1.566,1.824,0.000,1.000,6.000,1.627,1.819,0.307,0.730,1.630,0.597,0.729,1.505,0.571,0.073,-0.654,0.780,1.884,3.055,4.156,NoTouching
111.575,160.977,5.133,1.550,2.236,0.071,0.596,1.505,0.581,0.385,0.673,8.155,0.000,0.000,7.000,1.414,1.756,0.232,0.447,0.951,0.340,0.416,0.797,0.317,1.219,2.966,-3.398,4.238,12.690,16.735,NoTouching
-4.697,0.976,-67.966,-0.066,0.014,-0.957,0.047,0.253,0.063,-0.714,18.439,-0.066,2.000,3.000,0.000,-0.067,-0.058,-0.952,0.035,0.222,0.052,0.035,0.214,0.052,-0.889,0.382,-0.229,4.158,1.766,2.722,NoTouching
-8.179,20.808,-66.011,-0.115,0.293,-0.930,0.063,0.069,0.063,-0.546,0.234,-0.068,2.000,0.000,0.000,-0.129,0.310,-0.930,0.051,0.053,0.047,0.049,0.051,0.047,1.281,-0.821,-0.796,4.786,3.021,4.622,NoTouching
-8.327,20.248,-66.592,-0.117,0.285,-0.938,0.049,0.081,0.045,-0.420,0.285,-0.048,4.000,0.000,0.000,-0.125,0.303,-0.938,0.037,0.069,0.033,0.036,0.068,0.033,0.393,-0.314,0.198,3.994,2.217,3.716,NoTouching
-9.093,19.459,-67.058,-0.128,0.274,-0.944,0.037,0.103,0.061,-0.288,0.375,-0.064,2.000,2.000,0.000,-0.139,0.288,-0.939,0.026,0.069,0.035,0.024,0.068,0.034,1.745,-0.750,-1.655,6.062,5.436,9.070,NoTouching
-7.976,16.548,-67.373,-0.112,0.233,-0.949,0.059,0.051,0.068,-0.529,0.219,-0.072,3.000,0.000,0.000,-0.124,0.227,-0.947,0.043,0.043,0.047,0.041,0.043,0.047,0.322,-0.182,-0.164,4.465,2.079,3.818,NoTouching
-7.908,15.991,-67.831,-0.111,0.225,-0.955,0.076,0.131,0.093,-0.679,0.580,-0.098,3.000,6.000,0.000,-0.135,0.256,-0.948,0.054,0.099,0.064,0.049,0.095,0.063,1.514,-0.704,-1.158,4.952,3.574,5.582,NoTouching
-8.880,18.427,-67.084,-0.125,0.260,-0.945,0.049,0.055,0.043,-0.390,0.211,-0.046,2.000,0.000,0.000,-0.124,0.253,-0.947,0.036,0.043,0.034,0.036,0.042,0.034,-0.330,0.191,0.044,4.237,3.111,2.821,NoTouching
-9.589,16.285,-66.682,-0.137,0.233,-0.953,0.046,0.073,0.050,-0.338,0.312,-0.052,0.000,0.000,0.000,-0.130,0.241,-0.950,0.034,0.053,0.039,0.033,0.053,0.039,-0.305,0.321,-0.300,4.302,4.292,3.060,NoTouching
-9.134,17.595,-67.381,-0.129,0.248,-0.949,0.070,0.062,0.076,-0.543,0.250,-0.080,2.000,0.000,0.000,-0.139,0.257,-0.941,0.047,0.048,0.056,0.046,0.048,0.055,0.939,0.962,-0.123,6.101,7.303,3.224,NoTouching
