-0.203,0.177,-0.945,-0.208,0.193,-0.940,-0.195,0.207,-0.919,-0.235,0.406,-0.877,-0.551,1.020,-0.526,-0.711,0.402,-0.133,-0.801,0.141,-0.210,-0.969,0.149,-0.131,-0.954,0.206,-0.128,-0.964,0.189,-0.057,Touching
-0.153,-0.053,-0.968,-0.155,-0.040,-0.967,-0.163,0.182,-1.178,-0.522,0.407,-0.800,-0.765,0.111,-0.238,-0.869,0.027,-0.160,-0.920,0.170,-0.336,-0.937,0.076,-0.229,-0.950,0.061,-0.184,-0.944,0.082,-0.091,Touching
-0.116,-0.122,-0.967,-0.121,-0.100,-0.952,-0.127,0.128,-1.027,-0.444,0.560,-0.946,-0.765,0.271,-0.385,-0.867,0.155,-0.256,-0.901,0.080,-0.147,-0.916,0.167,-0.190,-0.925,0.255,-0.226,-0.891,0.289,-0.203,Touching
0.491,0.619,-0.794,0.284,1.010,-0.856,-0.435,0.800,-0.332,-0.548,0.312,-0.066,-0.755,0.245,-0.149,-0.968,0.168,-0.180,-0.942,0.261,-0.130,-0.954,0.262,-0.099,-0.987,0.238,0.027,-0.972,0.332,0.046,Touching
0.455,0.568,-0.681,0.519,0.661,-0.718,0.428,0.891,-0.941,-0.335,0.741,-0.739,-0.508,-0.000,-0.198,-0.761,-0.139,-0.273,-0.864,-0.153,-0.208,-0.957,-0.128,-0.258,-0.981,-0.031,-0.241,-0.937,-0.027,-0.247,Touching
0.286,0.283,-0.931,0.348,0.474,-1.106,-0.198,0.726,-1.063,-0.469,0.330,-0.245,-0.662,0.152,-0.104,-0.981,0.107,-0.185,-0.974,0.149,-0.134,-0.919,0.158,-0.182,-0.982,0.216,-0.066,-1.025,0.192,-0.043,Touching
0.174,-0.115,-0.990,0.132,-0.006,-1.154,-0.354,0.327,-1.058,-0.616,0.248,-0.404,-0.780,0.002,-0.276,-0.894,0.114,-0.281,-0.918,0.100,-0.200,-0.947,0.117,-0.216,-0.972,0.123,-0.170,-1.031,0.143,-0.218,Touching
-0.283,0.580,-0.738,-0.279,0.579,-0.748,-0.282,0.588,-0.722,-0.292,0.536,-0.776,-0.266,0.601,-0.807,-0.610,1.251,-0.474,-0.614,0.398,-0.134,-0.663,-0.588,-0.143,-0.821,-0.462,-0.282,-0.675,-0.665,-0.247,Touching
-0.227,-0.100,-0.947,-0.216,-0.112,-1.030,-0.342,0.062,-1.033,-0.576,0.195,-0.827,-0.668,0.122,-0.471,-0.791,0.239,-0.378,-0.871,0.317,-0.315,-0.897,0.292,-0.216,-0.886,0.349,-0.177,-0.864,0.456,-0.196,Touching
-0.118,-0.153,-0.956,-0.121,-0.142,-0.964,-0.113,-0.102,-1.022,-0.206,0.351,-1.072,-0.490,0.504,-0.718,-0.560,0.385,-0.425,-0.701,0.417,-0.316,-0.825,0.485,-0.187,-0.842,0.587,-0.155,-0.818,0.495,-0.156,Touching
-0.213,-0.144,-0.973,-0.285,-0.072,-1.141,-0.575,0.271,-0.987,-0.539,-0.012,-0.243,-0.891,-0.213,-0.379,-0.845,0.056,-0.424,-0.855,0.272,-0.455,-0.857,0.163,-0.451,-0.873,0.151,-0.406,-0.871,0.214,-0.389,Touching
