f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,class
0.300,0.298,0.249,0.171,-0.058,-0.371,-0.493,-0.528,-0.537,-0.622,-0.939,-0.818,-0.818,-0.870,-0.760,-0.779,NearMiss
0.106,0.098,0.148,-0.068,-0.488,-0.554,-0.557,-0.634,-0.830,-0.927,-0.908,-0.880,-0.774,-0.829,-0.957,-1.040,NearMiss
0.272,0.330,-0.040,-0.355,-0.446,-0.588,-0.898,-1.057,-0.828,-0.888,-0.831,-0.700,-0.763,-0.799,-0.822,-0.831,NearMiss
0.469,0.467,0.144,-0.353,-0.591,-0.697,-0.747,-0.711,-0.775,-0.888,-0.871,-0.896,-0.933,-0.860,-0.850,-0.874,NearMiss
0.644,0.686,0.795,0.636,0.048,-0.466,-0.549,-0.580,-0.689,-0.841,-0.854,-0.817,-0.839,-0.829,-0.758,-0.762,NearMiss
0.421,0.451,0.168,-0.324,-0.515,-0.571,-0.582,-0.727,-0.971,-0.685,-0.674,-0.912,-1.022,-1.082,-0.866,-0.807,NearMiss
0.326,0.286,0.323,0.213,-0.228,-0.490,-0.566,-0.637,-0.829,-0.925,-0.929,-0.966,-0.945,-0.938,-0.947,-0.922,NearMiss
0.245,0.252,0.293,0.080,-0.361,-0.496,-0.560,-0.634,-0.865,-0.932,-0.932,-0.933,-0.935,-0.940,-0.940,-0.933,NearMiss
0.304,0.305,0.301,0.254,-0.066,-0.348,-0.391,-0.500,-0.660,-0.722,-0.655,-0.625,-0.636,-0.639,-0.657,-0.657,NearMiss
0.340,0.339,0.351,0.384,0.279,-0.014,-0.244,-0.411,-0.524,-0.651,-0.712,-0.753,-0.800,-0.800,-0.783,-0.766,NearMiss
0.142,0.113,0.132,0.071,-0.178,-0.395,-0.525,-0.632,-0.717,-0.785,-0.816,-0.866,-0.906,-0.916,-0.908,-0.903,NearMiss
0.144,0.145,0.158,0.044,-0.408,-0.619,-0.632,-0.734,-0.873,-0.994,-0.954,-0.975,-0.979,-0.964,-0.969,-0.929,NearMiss
0.139,0.098,0.098,0.032,-0.187,-0.347,-0.462,-0.555,-0.704,-0.769,-0.806,-0.871,-0.834,-0.805,-0.795,-0.786,NearMiss
0.028,0.027,0.041,0.073,0.065,-0.106,-0.373,-0.612,-0.647,-0.702,-0.706,-0.721,-0.862,-0.883,-0.810,-0.756,NearMiss
0.076,0.047,0.017,-0.235,-0.438,-0.562,-0.624,-0.676,-0.698,-0.748,-0.768,-0.760,-0.771,-0.768,-0.759,-0.763,NearMiss
0.145,0.128,0.172,0.017,-0.379,-0.623,-0.685,-0.709,-0.844,-0.944,-0.963,-0.967,-0.975,-0.953,-0.988,-1.002,NearMiss
0.451,0.452,0.408,-0.008,-0.292,-0.438,-0.582,-0.725,-0.831,-0.867,-0.850,-0.827,-0.777,-0.788,-0.810,-0.784,NearMiss
0.239,0.169,0.053,-0.169,-0.415,-0.559,-0.650,-0.708,-0.797,-0.828,-0.851,-0.824,-0.803,-0.798,-0.781,-0.742,NearMiss
0.297,0.388,0.414,0.248,0.256,0.249,0.526,0.618,0.216,-0.176,-0.422,-0.512,-0.546,-0.604,-0.687,-0.691,NearMiss
