f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-12.323,-2.684,-39.596,-0.274,-0.060,-0.880,0.043,0.079,0.069,-0.156,-1.331,-0.078,0.000,1.000,0.000,-0.285,-0.097,-0.919,0.032,0.063,0.060,0.030,0.053,0.054,0.814,1.477,0.901,3.215,4.116,2.373,NoTouching
-18.087,38.599,-4.090,-0.402,0.858,-0.091,0.070,0.135,0.118,-0.175,0.158,-1.294,0.000,0.000,2.000,-0.400,0.861,-0.069,0.057,0.109,0.099,0.057,0.108,0.097,-0.243,-0.375,-0.427,2.233,2.372,2.073,NoTouching
-20.221,34.462,22.830,-0.449,0.766,0.507,0.074,0.058,0.122,-0.165,0.075,0.241,0.000,0.000,0.000,-0.411,0.785,0.473,0.065,0.051,0.110,0.058,0.049,0.108,-0.845,-0.364,0.263,2.246,1.740,1.599,NoTouching
-15.806,30.664,23.365,-0.351,0.681,0.519,0.069,0.166,0.319,-0.196,0.244,0.613,0.000,0.000,1.000,-0.378,0.683,0.646,0.053,0.121,0.272,0.045,0.121,0.238,1.534,0.155,-0.721,4.355,3.432,2.151,NoTouching
-22.947,35.047,15.796,-0.510,0.779,0.351,0.056,0.092,0.287,-0.110,0.118,0.817,0.000,0.000,1.000,-0.527,0.803,0.421,0.053,0.085,0.229,0.052,0.083,0.214,-0.017,-0.059,-0.670,1.289,1.452,2.522,NoTouching
-18.257,24.623,-30.275,-0.406,0.547,-0.673,0.045,0.217,0.113,-0.111,0.396,-0.169,0.000,0.000,0.000,-0.400,0.482,-0.708,0.033,0.166,0.101,0.033,0.155,0.098,-0.614,1.300,0.455,3.487,3.974,1.962,NoTouching
-19.474,29.606,-23.370,-0.433,0.658,-0.519,0.094,0.256,0.141,-0.218,0.389,-0.272,0.000,0.000,0.000,-0.414,0.646,-0.567,0.072,0.177,0.120,0.068,0.177,0.112,-1.033,0.569,0.475,3.425,4.478,2.117,NoTouching
-22.220,25.504,28.515,-0.494,0.567,0.634,0.025,0.113,0.097,-0.050,0.199,0.153,0.000,0.000,0.000,-0.494,0.545,0.646,0.021,0.102,0.082,0.021,0.102,0.080,0.040,0.282,-0.212,2.187,1.547,1.839,NoTouching
-17.375,24.216,-19.456,-0.386,0.538,-0.432,0.164,0.259,0.639,-0.424,0.481,-1.478,0.000,0.000,0.000,-0.415,0.510,-0.410,0.147,0.193,0.587,0.146,0.191,0.587,0.249,0.755,0.168,1.645,3.466,1.490,NoTouching
-18.776,17.710,-33.073,-0.417,0.394,-0.735,0.102,0.119,0.177,-0.244,0.301,-0.241,0.000,0.000,0.000,-0.438,0.403,-0.752,0.083,0.101,0.147,0.080,0.101,0.147,-0.356,0.086,0.366,2.646,2.299,2.084,NoTouching
73.028,34.954,14.447,1.623,0.777,0.321,0.435,1.637,0.777,0.268,2.108,2.421,0.000,1.000,3.000,1.753,1.172,0.122,0.340,1.222,0.546,0.319,1.104,0.499,-0.452,-1.342,1.363,3.803,3.981,4.030,NoTouching
74.173,2.576,38.905,1.648,0.057,0.865,0.501,1.825,0.968,0.304,31.884,1.119,0.000,2.000,4.000,1.655,0.737,0.621,0.439,1.620,0.777,0.439,1.553,0.749,-0.069,-0.646,0.955,1.659,2.003,2.959,NoTouching
70.954,-0.752,39.803,1.577,-0.017,0.885,0.481,1.787,1.073,0.305,-106.909,1.213,0.000,2.000,3.000,1.655,0.570,0.600,0.411,1.550,0.870,0.403,1.510,0.815,-0.421,-0.702,0.963,1.929,2.161,2.961,NoTouching
50.433,1.416,34.647,1.173,0.033,0.806,0.355,1.784,1.086,0.303,54.166,1.348,0.000,1.000,2.000,1.234,1.115,0.300,0.306,1.604,0.934,0.302,1.488,0.817,-0.357,-0.682,0.916,1.912,1.890,2.410,NoTouching
82.057,112.492,27.113,1.784,2.445,0.589,0.461,1.517,0.470,0.259,0.620,0.797,0.000,1.000,2.000,1.935,2.057,0.751,0.398,1.167,0.381,0.387,1.061,0.351,-0.695,0.764,-0.875,2.361,3.194,2.671,NoTouching
69.895,108.411,-4.284,1.553,2.409,-0.095,0.405,1.585,0.569,0.261,0.658,-5.981,0.000,0.000,5.000,1.451,1.625,0.035,0.321,1.276,0.386,0.312,1.108,0.372,0.668,1.315,-2.177,3.085,3.993,8.412,NoTouching
64.873,21.807,38.316,1.410,0.474,0.833,0.474,2.113,0.700,0.336,4.456,0.841,0.000,1.000,2.000,1.537,1.606,0.648,0.394,1.752,0.556,0.377,1.466,0.520,-0.774,-1.164,0.482,2.579,3.019,2.504,NoTouching
58.139,-0.741,34.509,1.264,-0.016,0.750,0.380,1.808,0.756,0.301,-112.233,1.008,0.000,2.000,2.000,1.242,0.927,0.606,0.297,1.598,0.609,0.296,1.539,0.597,0.684,-0.698,0.861,3.189,2.077,2.794,NoTouching
74.349,18.428,35.041,1.652,0.410,0.779,0.860,1.989,0.837,0.520,4.856,1.075,0.000,1.000,2.000,1.607,1.625,0.525,0.768,1.804,0.672,0.764,1.570,0.615,0.154,-0.741,0.833,1.530,1.949,2.691,NoTouching
