f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,class
-35.395,122.595,71.733,0.062,0.085,0.136,0.060,0.085,0.134,1.000,0.000,0.000,1.389,0.221,-0.463,4.923,2.153,2.234,NoTouching
-44.541,130.669,53.998,0.047,0.075,0.163,0.043,0.075,0.157,0.000,0.000,0.000,0.869,-0.398,-0.062,2.510,2.977,2.201,NoTouching
218.211,197.105,8.795,0.465,1.134,0.601,0.463,1.088,0.567,0.000,4.000,12.000,0.552,-0.103,-1.897,3.035,4.863,8.235,NoTouching
216.754,220.626,170.210,0.399,1.352,0.647,0.387,1.317,0.634,2.000,3.000,6.000,-0.775,-0.770,0.578,3.190,3.634,2.540,NoTouching
231.503,250.002,170.783,0.417,1.146,0.534,0.412,1.146,0.534,0.000,2.000,5.000,0.336,-0.484,-0.091,3.368,4.517,2.163,NoTouching
213.516,263.444,118.228,0.382,1.226,0.485,0.374,1.226,0.485,2.000,2.000,12.000,-0.340,-0.013,0.386,4.062,5.403,2.992,NoTouching
237.855,231.253,154.380,0.364,1.219,0.603,0.361,1.219,0.600,2.000,3.000,6.000,-0.470,-0.407,0.243,4.167,4.797,2.306,NoTouching
205.405,131.218,183.584,0.385,1.413,0.619,0.382,1.318,0.612,0.000,3.000,4.000,-0.139,-0.654,0.232,2.627,3.817,2.504,NoTouching
180.245,130.774,158.230,0.439,1.594,0.589,0.439,1.469,0.586,2.000,4.000,6.000,0.023,-0.601,0.374,3.153,3.077,2.389,NoTouching
172.965,134.883,136.855,0.438,1.502,0.579,0.438,1.375,0.576,0.000,4.000,5.000,0.298,-0.467,0.104,2.647,3.023,2.306,NoTouching
209.647,181.312,179.398,0.572,1.443,0.611,0.571,1.359,0.607,0.000,3.000,6.000,0.293,-0.701,0.144,2.292,3.302,2.466,NoTouching
-38.684,13.351,-146.297,0.018,0.071,0.016,0.018,0.070,0.016,0.000,10.000,0.000,0.476,-0.307,0.276,13.455,2.954,29.027,NoTouching
-26.132,27.376,-147.437,0.067,0.074,0.058,0.066,0.072,0.057,4.000,6.000,0.000,1.778,-1.033,-0.397,13.058,4.266,3.945,NoTouching
-28.446,23.718,-147.598,0.043,0.056,0.032,0.041,0.056,0.032,4.000,4.000,0.000,3.027,-0.107,0.136,18.827,3.066,5.893,NoTouching
-30.804,29.085,-146.208,0.018,0.033,0.020,0.017,0.032,0.020,0.000,0.000,0.000,2.340,-0.836,-1.093,12.472,3.958,13.793,NoTouching
-27.877,26.364,-147.197,0.034,0.050,0.027,0.031,0.046,0.026,0.000,6.000,0.000,1.085,-1.534,-0.279,4.031,4.758,5.438,NoTouching
-30.207,28.253,-146.415,0.026,0.037,0.023,0.026,0.037,0.023,0.000,2.000,0.000,0.712,-0.881,-1.006,3.904,4.494,8.143,NoTouching
-26.268,32.709,-145.252,0.026,0.038,0.030,0.025,0.038,0.030,0.000,2.000,0.000,1.080,-1.353,0.059,4.294,7.299,5.357,NoTouching
-26.233,28.729,-147.290,0.015,0.025,0.020,0.015,0.025,0.020,0.000,0.000,0.000,2.841,0.524,-0.845,16.026,6.254,17.204,NoTouching
-21.298,22.652,-148.883,0.037,0.060,0.040,0.036,0.058,0.040,4.000,6.000,0.000,0.869,-1.768,-0.119,3.922,7.688,3.333,NoTouching
-28.926,30.330,-146.359,0.020,0.027,0.018,0.019,0.026,0.018,0.000,0.000,0.000,-0.596,0.161,-0.401,4.039,2.299,4.114,NoTouching
-62.808,129.826,-26.949,0.074,0.137,0.159,0.067,0.136,0.156,0.000,0.000,1.000,-1.853,-0.309,1.365,6.840,3.508,4.965,NoTouching
-58.556,131.651,28.528,0.148,0.111,0.084,0.148,0.107,0.084,0.000,0.000,2.000,0.010,0.679,0.226,1.280,2.798,2.356,NoTouching
-36.689,135.515,-15.302,0.089,0.072,0.304,0.081,0.072,0.272,2.000,0.000,1.000,1.697,0.361,0.602,5.399,4.991,2.572,NoTouching
-63.442,107.906,-84.109,0.107,0.236,0.146,0.103,0.233,0.146,0.000,0.000,0.000,0.770,0.622,-0.100,2.526,3.349,2.443,NoTouching
-43.644,126.862,60.489,0.111,0.161,0.205,0.110,0.159,0.204,2.000,0.000,2.000,0.727,-0.613,-0.398,3.161,3.421,3.175,NoTouching
-52.823,111.852,83.971,0.046,0.127,0.114,0.046,0.125,0.114,0.000,0.000,0.000,0.910,-0.790,0.136,4.034,2.693,2.018,NoTouching
-47.964,117.647,78.414,0.078,0.185,0.089,0.078,0.181,0.086,0.000,0.000,0.000,0.271,-0.733,0.920,2.238,2.374,3.593,NoTouching
-27.675,87.347,-118.582,0.081,0.114,0.130,0.079,0.114,0.129,2.000,0.000,0.000,0.028,-0.289,0.283,2.732,2.513,2.351,NoTouching
-52.985,124.304,-24.369,0.093,0.212,0.317,0.093,0.201,0.299,0.000,0.000,5.000,0.103,-0.456,-0.688,2.765,3.317,2.861,NoTouching
61.720,111.815,71.459,0.346,0.160,0.550,0.345,0.160,0.538,19.000,2.000,9.000,0.342,-0.496,-0.689,3.172,4.341,2.662,NoTouching
67.772,107.339,83.442,0.372,0.182,0.593,0.371,0.181,0.593,14.000,2.000,12.000,0.379,-0.085,-0.433,2.656,4.537,2.227,NoTouching
61.324,105.926,72.556,0.391,0.296,0.682,0.391,0.294,0.682,14.000,4.000,14.000,0.400,0.888,-0.130,2.928,4.721,1.814,NoTouching
57.621,106.507,53.270,0.374,0.383,0.724,0.369,0.382,0.718,10.000,10.000,11.000,-0.091,0.146,0.426,2.644,2.590,2.248,NoTouching
61.190,86.918,104.002,0.449,0.216,0.690,0.449,0.216,0.664,22.000,6.000,12.000,0.374,0.474,-0.471,2.812,4.512,1.923,NoTouching
60.368,112.263,29.919,0.299,0.391,0.612,0.299,0.391,0.612,18.000,8.000,14.000,0.341,0.229,0.154,4.059,4.291,2.136,NoTouching
61.575,58.287,35.199,0.455,0.423,0.726,0.454,0.417,0.726,10.000,7.000,7.000,0.861,0.032,0.072,4.854,2.604,1.961,NoTouching
59.227,64.406,-17.886,0.358,0.537,0.625,0.357,0.537,0.623,9.000,16.000,11.000,0.110,0.151,0.549,2.447,2.917,2.515,NoTouching
64.417,93.120,99.803,0.397,0.138,0.444,0.397,0.138,0.442,13.000,0.000,13.000,0.071,0.051,0.022,2.250,2.535,2.254,NoTouching
63.001,97.671,-41.715,0.272,0.637,0.504,0.272,0.634,0.499,8.000,10.000,10.000,-0.049,0.669,0.689,2.710,3.218,2.856,NoTouching
-60.684,-2.168,-97.454,0.405,0.230,0.358,0.396,0.228,0.329,4.000,1.000,0.000,-0.221,0.432,0.474,1.210,1.949,1.444,NearMiss
-25.684,42.267,-127.044,0.315,0.156,0.270,0.306,0.154,0.251,3.000,6.000,0.000,-0.235,0.194,0.608,2.215,2.250,2.263,NearMiss
-67.514,12.825,-70.601,0.495,0.248,0.421,0.476,0.240,0.367,1.000,1.000,2.000,0.608,1.139,-0.612,1.774,3.191,1.678,NearMiss
-70.476,40.348,-40.543,0.482,0.189,0.532,0.451,0.168,0.485,1.000,2.000,1.000,0.520,0.988,-0.491,1.635,2.697,1.473,NearMiss
-61.549,28.398,-83.084,0.483,0.274,0.340,0.461,0.273,0.322,3.000,1.000,0.000,0.419,0.636,-0.418,1.522,2.292,1.600,NearMiss
1.723,47.567,-115.441,0.313,0.287,0.262,0.273,0.256,0.198,1.000,1.000,0.000,-0.898,0.371,1.323,2.135,2.552,3.084,NearMiss
-72.893,-0.404,-75.115,0.450,0.302,0.391,0.421,0.278,0.332,1.000,1.000,0.000,0.736,1.078,-0.994,1.947,3.090,2.547,NearMiss
-37.661,30.100,-125.920,0.349,0.157,0.286,0.345,0.156,0.285,7.000,12.000,0.000,0.056,-0.236,0.021,1.731,2.211,1.654,NearMiss
-57.472,25.506,-98.745,0.461,0.258,0.247,0.434,0.258,0.225,1.000,5.000,0.000,0.506,0.336,-0.476,1.542,2.008,1.500,NearMiss
-81.396,65.998,-59.485,0.344,0.110,0.376,0.299,0.106,0.315,1.000,0.000,2.000,0.860,0.745,-0.749,2.003,2.821,1.717,NearMiss
-70.018,52.414,-68.862,0.385,0.235,0.297,0.375,0.192,0.242,1.000,0.000,0.000,0.610,1.991,-1.091,2.060,5.800,2.640,NearMiss
-64.795,64.298,-53.349,0.425,0.191,0.446,0.396,0.181,0.400,1.000,0.000,11.000,0.449,1.326,-0.458,1.452,4.134,1.345,NearMiss
-78.375,-2.524,-76.677,0.440,0.195,0.389,0.405,0.169,0.329,1.000,5.000,0.000,0.828,1.833,-1.060,2.062,5.494,2.750,NearMiss
-50.211,17.319,-103.432,0.485,0.202,0.295,0.473,0.199,0.284,1.000,1.000,0.000,0.257,0.319,-0.330,1.328,2.200,1.496,NearMiss
-69.940,14.684,-77.523,0.475,0.245,0.387,0.456,0.193,0.330,1.000,6.000,0.000,0.543,1.589,-0.679,1.649,4.185,1.764,NearMiss
-66.238,59.965,-70.452,0.418,0.211,0.378,0.402,0.195,0.336,1.000,0.000,0.000,0.329,1.353,-0.449,1.386,3.961,1.309,NearMiss
-88.128,4.963,-69.248,0.394,0.256,0.344,0.358,0.219,0.289,1.000,4.000,2.000,1.037,1.824,-1.141,2.586,5.510,2.853,NearMiss
-59.210,48.770,-82.877,0.484,0.320,0.240,0.472,0.318,0.234,1.000,7.000,0.000,0.295,0.376,-0.245,1.392,2.178,1.621,NearMiss
-94.079,19.994,-59.056,0.343,0.396,0.258,0.311,0.335,0.225,1.000,1.000,0.000,1.068,1.044,-1.074,2.690,2.591,2.654,NearMiss
-54.655,77.030,-56.403,0.359,0.373,0.313,0.359,0.305,0.276,2.000,0.000,2.000,0.383,1.299,-0.558,2.097,3.334,2.473,NearMiss
-58.876,52.551,-70.922,0.481,0.396,0.225,0.451,0.395,0.225,1.000,1.000,0.000,0.318,0.339,-0.012,1.365,2.049,1.411,NearMiss
-49.313,40.504,-99.316,0.466,0.193,0.296,0.455,0.172,0.294,1.000,8.000,0.000,0.280,1.411,-0.154,1.413,4.903,1.899,NearMiss
-59.052,43.548,-93.850,0.461,0.095,0.327,0.417,0.095,0.287,1.000,0.000,0.000,0.794,0.087,-0.860,2.107,2.413,2.481,NearMiss
-9.120,-26.303,-69.841,0.363,0.164,0.171,0.280,0.162,0.161,1.000,2.000,0.000,7.204,-1.406,0.723,62.916,4.706,2.315,NearMiss
-42.189,52.186,-96.589,0.471,0.222,0.258,0.468,0.186,0.248,1.000,2.000,0.000,0.144,1.491,-0.193,1.373,3.978,1.289,NearMiss
-68.952,24.435,-39.128,0.479,0.250,0.501,0.447,0.249,0.424,1.000,4.000,5.000,0.757,0.832,-0.820,2.144,2.630,1.986,NearMiss
-65.950,51.815,-82.330,0.442,0.141,0.299,0.416,0.138,0.293,1.000,0.000,0.000,0.647,1.143,-0.538,1.844,3.695,1.963,NearMiss
-77.378,66.222,-67.407,0.343,0.126,0.392,0.309,0.124,0.345,1.000,0.000,4.000,0.581,0.861,-0.510,1.641,3.529,1.430,NearMiss
-64.540,32.509,-99.504,0.399,0.315,0.203,0.386,0.314,0.189,1.000,1.000,0.000,0.480,0.179,-0.381,1.653,1.455,1.494,NearMiss
-62.815,-7.950,-85.285,0.455,0.264,0.406,0.438,0.254,0.369,1.000,7.000,2.000,0.557,1.153,-0.674,1.719,3.486,2.195,NearMiss
-75.285,17.439,-90.524,0.392,0.302,0.252,0.360,0.289,0.221,1.000,1.000,0.000,0.759,0.447,-0.618,1.930,1.560,1.637,NearMiss
-67.131,69.270,-69.446,0.311,0.162,0.303,0.307,0.152,0.247,1.000,0.000,0.000,0.688,1.154,-1.077,2.273,4.576,2.480,NearMiss
-80.030,64.399,-54.464,0.333,0.102,0.410,0.293,0.102,0.343,1.000,0.000,10.000,0.825,0.217,-0.749,2.018,2.718,1.758,NearMiss
-74.167,10.016,-72.513,0.451,0.295,0.362,0.428,0.271,0.314,1.000,1.000,0.000,0.688,1.388,-0.655,1.854,3.709,1.665,NearMiss
-43.872,60.121,-101.921,0.398,0.181,0.299,0.391,0.180,0.299,1.000,0.000,0.000,0.264,0.057,0.139,1.571,1.408,1.902,NearMiss
-86.488,61.230,-56.624,0.337,0.142,0.383,0.308,0.122,0.311,0.000,0.000,3.000,0.751,1.439,-0.776,1.889,3.862,1.744,NearMiss
-67.637,24.550,-93.360,0.405,0.336,0.245,0.387,0.334,0.232,1.000,1.000,0.000,0.514,0.144,-0.387,1.603,1.407,1.510,NearMiss
-69.470,36.805,-76.925,0.409,0.144,0.383,0.381,0.140,0.323,0.000,2.000,0.000,0.654,1.035,-0.850,1.937,3.783,2.166,NearMiss
-70.972,22.330,-89.665,0.414,0.314,0.275,0.393,0.302,0.250,1.000,1.000,0.000,0.562,0.425,-0.540,1.663,1.542,1.667,NearMiss
-57.343,41.671,-96.591,0.476,0.211,0.254,0.468,0.209,0.242,1.000,3.000,0.000,0.284,0.396,-0.348,1.367,1.820,1.575,NearMiss
-69.113,38.540,-77.129,0.455,0.230,0.362,0.427,0.200,0.324,1.000,13.000,0.000,0.477,1.429,-0.502,1.559,3.796,1.481,Touching
-52.073,68.645,-80.082,0.417,0.225,0.385,0.409,0.205,0.368,1.000,2.000,4.000,0.268,1.627,-0.303,1.376,4.953,1.462,Touching
-71.432,12.498,-76.422,0.456,0.313,0.393,0.436,0.290,0.332,1.000,1.000,0.000,0.492,1.142,-0.799,1.650,3.445,2.108,Touching
-69.711,51.187,-76.791,0.416,0.300,0.272,0.390,0.272,0.240,1.000,8.000,0.000,0.525,1.587,-0.622,1.704,4.681,1.724,Touching
-53.795,79.116,-74.695,0.321,0.244,0.323,0.321,0.236,0.294,1.000,0.000,0.000,0.407,0.841,-0.656,2.052,2.855,1.959,Touching
-57.982,81.696,-58.001,0.310,0.245,0.364,0.303,0.237,0.324,1.000,6.000,12.000,0.471,0.184,-0.777,2.223,2.456,1.972,Touching
-56.245,49.270,-10.916,0.315,0.077,0.082,0.300,0.075,0.081,1.000,0.000,5.000,9.032,1.594,-0.303,87.195,7.701,2.238,Touching
-67.765,71.463,-47.975,0.378,0.215,0.373,0.375,0.198,0.332,1.000,0.000,4.000,0.536,1.520,-0.747,1.832,4.612,1.862,Touching
-83.051,72.148,-55.778,0.354,0.241,0.263,0.318,0.215,0.235,1.000,0.000,6.000,0.943,1.223,-0.885,2.384,3.369,2.345,Touching
-69.503,36.663,-88.468,0.401,0.294,0.289,0.400,0.292,0.262,1.000,9.000,0.000,0.389,0.940,-0.553,1.601,3.436,1.652,Touching
-59.496,85.177,-62.296,0.281,0.218,0.338,0.256,0.215,0.312,1.000,0.000,4.000,0.635,0.925,-0.591,2.525,3.416,1.763,Touching
-74.464,77.176,-52.950,0.382,0.201,0.334,0.381,0.182,0.300,1.000,0.000,8.000,0.510,1.494,-0.722,1.950,4.519,2.031,Touching
-68.908,4.869,-87.583,0.324,0.322,0.366,0.314,0.322,0.345,1.000,2.000,2.000,0.992,0.590,-0.495,2.712,2.376,1.974,Touching
-68.172,28.126,-85.463,0.375,0.299,0.270,0.344,0.281,0.257,1.000,8.000,0.000,0.694,1.405,-0.541,2.326,4.149,1.949,Touching
-75.874,18.297,-78.701,0.404,0.323,0.334,0.393,0.300,0.302,1.000,5.000,0.000,0.646,1.033,-0.681,2.070,3.040,2.109,Touching
-68.497,59.079,-70.600,0.415,0.229,0.358,0.384,0.222,0.335,1.000,5.000,6.000,0.500,0.838,-0.433,1.689,3.356,1.523,Touching
-75.386,31.585,-85.400,0.414,0.284,0.290,0.404,0.258,0.258,1.000,12.000,0.000,0.615,1.252,-0.563,1.869,3.949,1.734,Touching
-49.711,70.855,-90.916,0.309,0.234,0.232,0.305,0.217,0.205,1.000,0.000,0.000,0.413,1.188,-0.746,2.026,3.764,1.990,Touching
-77.835,38.866,-72.082,0.408,0.386,0.233,0.394,0.347,0.211,1.000,3.000,0.000,0.661,1.016,-0.654,1.880,2.855,1.921,Touching
-81.265,31.844,-72.104,0.423,0.274,0.345,0.408,0.268,0.314,1.000,6.000,2.000,0.558,0.672,-0.505,2.005,2.436,1.734,Touching
-79.622,71.733,-48.768,0.380,0.187,0.340,0.357,0.173,0.277,1.000,0.000,3.000,0.850,1.334,-0.904,2.182,3.653,2.055,Touching
-38.902,59.413,-97.608,0.413,0.264,0.247,0.413,0.260,0.247,1.000,4.000,0.000,-0.206,0.688,0.091,1.390,2.613,1.257,Touching
-83.276,65.665,-48.971,0.390,0.215,0.331,0.386,0.185,0.275,1.000,0.000,6.000,0.533,1.450,-0.978,2.364,3.881,2.238,Touching
-56.881,74.124,-66.833,0.416,0.181,0.407,0.393,0.181,0.385,1.000,0.000,6.000,0.439,0.786,-0.303,1.598,3.387,1.359,Touching
-61.421,46.919,-78.492,0.395,0.257,0.289,0.362,0.226,0.257,1.000,4.000,0.000,0.562,1.392,-0.568,1.927,3.917,1.586,Touching
-57.936,36.658,-96.234,0.434,0.257,0.280,0.422,0.229,0.260,1.000,8.000,0.000,0.273,1.275,-0.314,1.374,3.453,1.311,Touching
-72.492,73.137,-55.562,0.319,0.205,0.319,0.297,0.198,0.252,1.000,0.000,0.000,0.871,0.942,-1.020,2.453,3.316,2.263,Touching
-51.890,87.712,-59.888,0.322,0.176,0.389,0.299,0.176,0.341,1.000,0.000,7.000,0.451,0.194,-0.580,2.127,2.145,1.533,Touching
-74.898,76.581,-44.835,0.389,0.200,0.346,0.378,0.179,0.290,1.000,0.000,11.000,0.693,1.462,-0.867,1.925,4.036,1.962,Touching
-37.773,88.417,-84.980,0.312,0.184,0.337,0.297,0.181,0.335,2.000,0.000,0.000,0.383,0.351,-0.409,2.002,2.722,2.221,Touching
-54.897,-5.822,-77.505,0.317,0.407,0.378,0.262,0.397,0.344,1.000,2.000,4.000,1.110,0.353,-0.646,2.597,2.221,2.050,Touching
-52.803,25.000,-27.416,0.176,0.439,0.156,0.173,0.393,0.152,1.000,8.000,0.000,1.354,1.158,-3.455,5.934,3.397,19.522,Touching
-60.753,58.869,-79.405,0.413,0.267,0.357,0.391,0.257,0.326,1.000,1.000,2.000,0.338,1.054,-0.412,1.673,3.446,1.635,Touching
-60.532,46.125,-74.526,0.391,0.262,0.386,0.346,0.246,0.375,1.000,4.000,6.000,0.635,0.551,-0.384,2.153,3.509,2.074,Touching
-67.118,66.226,-60.371,0.412,0.206,0.342,0.383,0.199,0.296,1.000,0.000,4.000,0.640,1.075,-0.715,1.882,3.260,1.735,Touching
-77.785,61.003,-70.283,0.387,0.253,0.279,0.374,0.251,0.255,1.000,6.000,4.000,0.672,0.665,-0.685,2.302,2.845,2.063,Touching
-72.590,27.630,-75.716,0.392,0.418,0.291,0.368,0.397,0.280,1.000,4.000,2.000,0.696,0.864,-0.508,2.046,2.680,2.067,Touching
-59.086,61.189,-70.573,0.355,0.345,0.282,0.327,0.323,0.260,1.000,6.000,0.000,0.587,0.795,-0.606,2.281,2.675,1.846,Touching
-65.092,66.786,-65.793,0.342,0.237,0.357,0.323,0.216,0.324,1.000,0.000,4.000,0.453,1.028,-0.603,2.292,2.864,1.843,Touching
-69.766,74.538,-23.036,0.357,0.269,0.348,0.345,0.235,0.303,1.000,0.000,14.000,0.666,1.549,-0.737,2.102,4.643,2.495,Touching
-72.121,70.369,-62.170,0.385,0.252,0.260,0.368,0.231,0.247,1.000,2.000,8.000,0.783,1.079,-0.535,2.037,3.545,2.069,Touching
-59.094,72.920,-55.905,0.326,0.278,0.391,0.308,0.277,0.336,1.000,1.000,6.000,0.489,-0.003,-0.662,1.946,2.545,1.684,Touching
-57.425,-12.864,-94.999,0.262,0.472,0.278,0.231,0.447,0.253,1.000,1.000,0.000,0.976,0.630,-0.465,2.497,2.186,2.366,Touching
-63.065,65.276,-76.406,0.308,0.227,0.337,0.301,0.223,0.305,0.000,0.000,0.000,0.278,1.142,-0.614,2.070,3.702,1.745,Touching
-68.623,27.581,-78.533,0.305,0.401,0.347,0.294,0.398,0.331,1.000,2.000,0.000,0.597,0.507,-0.375,2.116,2.078,1.557,Touching
-67.653,76.870,-64.347,0.301,0.190,0.289,0.279,0.182,0.268,3.000,0.000,2.000,0.644,1.233,-0.699,2.057,3.567,1.949,Touching
-45.659,-37.988,18.584,0.451,0.326,0.426,0.446,0.302,0.426,3.000,1.000,1.000,5.856,0.418,0.040,48.757,1.840,1.538,Touching
-76.949,41.031,-75.549,0.380,0.194,0.326,0.361,0.168,0.273,1.000,4.000,0.000,0.739,1.499,-0.810,2.011,4.156,1.872,Touching
-62.972,84.889,-48.412,0.342,0.264,0.359,0.333,0.253,0.319,1.000,0.000,5.000,0.400,0.625,-0.751,1.784,2.393,1.903,Touching
-39.964,13.863,-106.242,0.399,0.298,0.326,0.399,0.295,0.303,3.000,3.000,0.000,-0.118,0.170,0.398,1.334,2.054,1.378,Touching
-50.794,71.940,-77.840,0.337,0.292,0.319,0.322,0.273,0.300,2.000,2.000,2.000,0.328,0.829,-0.352,1.658,2.588,1.493,Touching
-68.523,100.122,-44.911,0.367,0.203,0.264,0.353,0.202,0.250,1.000,0.000,4.000,0.256,0.655,-0.308,1.548,2.671,1.641,Touching
-59.961,58.357,-91.471,0.338,0.216,0.262,0.325,0.197,0.239,1.000,2.000,0.000,0.460,0.967,-0.433,1.645,2.842,1.516,Touching
-63.012,82.007,-63.495,0.359,0.201,0.350,0.355,0.181,0.325,1.000,0.000,6.000,0.076,1.275,-0.435,1.802,3.335,1.448,Touching
-48.695,-14.875,-108.141,0.292,0.431,0.274,0.275,0.429,0.269,1.000,1.000,2.000,0.171,0.469,-0.210,1.940,2.039,2.015,Touching
-71.136,78.654,-55.994,0.330,0.195,0.342,0.297,0.183,0.311,1.000,0.000,7.000,0.751,0.876,-0.751,2.073,3.288,1.901,Touching
-43.214,17.234,-102.176,0.380,0.336,0.342,0.378,0.330,0.318,1.000,3.000,2.000,-0.015,0.374,0.442,1.300,2.381,1.573,Touching
-77.601,54.745,-57.107,0.403,0.235,0.388,0.392,0.220,0.342,1.000,2.000,10.000,0.541,1.679,-0.687,1.802,5.012,1.704,Touching
-54.919,-6.442,-75.563,0.292,0.418,0.434,0.261,0.418,0.403,1.000,2.000,6.000,0.856,0.260,-0.612,2.322,1.856,1.998,Touching
-58.142,87.604,-55.167,0.301,0.323,0.296,0.286,0.318,0.294,2.000,6.000,2.000,0.394,0.460,-0.055,1.786,2.504,2.868,Touching
-55.592,77.083,-97.281,0.312,0.216,0.291,0.278,0.203,0.291,3.000,2.000,0.000,0.758,0.314,-1.920,2.633,5.410,12.624,Touching
-79.727,30.442,-76.315,0.328,0.424,0.292,0.325,0.397,0.260,1.000,1.000,0.000,0.462,0.509,-0.519,1.699,2.023,1.812,Touching
-61.696,-14.203,-88.673,0.272,0.510,0.322,0.251,0.487,0.293,1.000,1.000,0.000,0.528,0.520,-0.591,2.053,1.819,1.946,Touching
-70.500,78.163,-64.088,0.347,0.200,0.354,0.338,0.192,0.319,1.000,0.000,7.000,0.449,1.498,-0.518,1.796,4.823,1.737,Touching
-59.176,69.434,-77.467,0.321,0.237,0.364,0.304,0.227,0.332,1.000,0.000,2.000,0.359,0.568,-0.334,1.784,2.087,1.451,Touching
-64.825,67.099,-79.858,0.354,0.272,0.274,0.349,0.256,0.253,1.000,4.000,0.000,0.275,0.684,-0.477,1.533,2.712,1.615,Touching
-73.040,66.399,-58.541,0.334,0.271,0.313,0.290,0.245,0.271,1.000,0.000,2.000,0.851,1.160,-0.725,2.125,3.166,1.995,Touching
-63.962,76.341,-65.179,0.343,0.225,0.317,0.324,0.201,0.298,1.000,0.000,4.000,0.428,1.501,-0.522,1.712,4.350,1.653,Touching
-69.472,42.798,-85.808,0.374,0.323,0.241,0.364,0.316,0.219,1.000,7.000,0.000,0.337,1.052,-0.533,1.516,3.102,1.674,Touching
-82.149,50.038,-71.480,0.355,0.262,0.277,0.348,0.225,0.240,1.000,4.000,0.000,0.722,1.600,-0.801,2.163,4.445,1.956,Touching
-73.713,3.761,-96.709,0.366,0.248,0.301,0.365,0.224,0.278,1.000,7.000,2.000,0.575,1.356,-0.588,1.901,4.048,2.405,Touching
-13.407,143.551,-6.014,0.114,0.220,0.282,0.114,0.216,0.278,14.000,0.000,9.000,-0.040,-0.830,-0.232,2.887,3.430,2.475,NoTouching
-22.413,93.586,111.503,0.076,0.166,0.203,0.075,0.166,0.196,5.000,0.000,0.000,0.415,-0.224,-0.300,2.588,2.352,2.110,NoTouching
-22.913,77.013,126.346,0.044,0.207,0.129,0.044,0.204,0.128,0.000,0.000,0.000,0.348,0.533,-0.723,2.691,2.199,2.547,NoTouching
-31.416,108.007,-46.892,0.078,0.269,0.493,0.078,0.259,0.492,2.000,0.000,3.000,0.693,0.353,0.369,3.960,1.750,2.058,NoTouching
-28.589,111.339,15.595,0.052,0.161,0.581,0.052,0.160,0.556,2.000,0.000,2.000,0.536,-0.132,-0.310,4.092,1.953,1.586,NoTouching
-30.274,121.255,-3.504,0.077,0.126,0.497,0.072,0.126,0.497,2.000,0.000,2.000,1.007,-0.392,-0.057,3.319,2.738,1.495,NoTouching
-35.232,103.738,92.695,0.046,0.173,0.225,0.046,0.171,0.215,0.000,0.000,2.000,0.590,-0.377,-0.850,2.624,2.415,2.723,NoTouching
-24.585,119.716,-67.666,0.041,0.135,0.272,0.041,0.132,0.260,2.000,0.000,1.000,0.475,0.241,0.714,5.344,2.628,2.233,NoTouching
-26.357,76.909,124.156,0.040,0.161,0.125,0.039,0.161,0.121,0.000,0.000,0.000,-0.311,0.231,-0.749,2.047,2.126,2.637,NoTouching
-20.302,81.422,125.357,0.015,0.103,0.065,0.015,0.103,0.064,0.000,0.000,0.000,0.882,-0.317,0.069,3.745,2.759,2.534,NoTouching
253.988,165.567,26.290,0.621,1.172,0.787,0.621,1.168,0.777,0.000,2.000,10.000,-0.061,-0.418,-0.046,2.396,3.970,1.898,NoTouching
143.710,96.794,-89.326,0.466,0.606,0.663,0.459,0.600,0.644,0.000,5.000,6.000,0.620,0.623,-0.810,2.871,3.316,2.604,NoTouching
155.168,119.327,-11.199,0.274,1.413,0.978,0.273,1.247,0.978,2.000,4.000,7.000,-0.745,-0.787,-1.189,3.979,2.621,4.818,NoTouching
190.359,162.325,81.733,0.411,1.514,0.454,0.411,1.476,0.449,0.000,4.000,8.000,0.062,-0.153,0.645,1.999,2.959,3.142,NoTouching
228.410,238.991,161.137,0.624,1.116,0.573,0.622,1.113,0.566,2.000,2.000,6.000,-0.143,-0.948,1.062,3.519,4.431,4.325,NoTouching
309.106,156.774,166.989,0.699,1.211,0.579,0.697,1.184,0.561,0.000,2.000,2.000,0.254,-1.348,0.631,3.040,4.787,2.371,NoTouching
307.217,169.091,184.189,0.607,1.265,0.517,0.604,1.262,0.514,2.000,2.000,2.000,-0.713,-0.792,0.139,3.452,4.599,2.830,NoTouching
268.318,196.080,170.970,0.491,1.174,0.554,0.491,1.171,0.544,0.000,2.000,5.000,-0.256,-0.755,0.574,2.974,4.757,2.986,NoTouching
275.147,211.991,101.354,0.645,1.259,0.517,0.645,1.255,0.515,0.000,2.000,8.000,0.255,-0.671,-0.875,2.502,3.726,5.140,NoTouching
113.427,47.084,-92.440,0.018,0.031,0.027,0.017,0.029,0.026,0.000,0.000,0.000,-0.557,1.035,1.821,4.085,4.894,7.711,NoTouching
109.302,48.461,-94.178,0.028,0.033,0.043,0.028,0.033,0.043,0.000,0.000,0.000,-0.258,-0.408,-0.416,3.092,3.781,4.444,NoTouching
101.053,50.023,-105.691,0.039,0.040,0.051,0.039,0.039,0.051,0.000,0.000,0.000,-0.047,0.215,-0.048,2.819,2.368,2.020,NoTouching
104.915,46.466,-101.638,0.019,0.030,0.033,0.018,0.029,0.032,0.000,0.000,0.000,0.986,-2.188,0.658,9.973,10.798,5.378,NoTouching
