f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,class
0.112,0.344,-0.977,0.097,0.344,-0.965,0.099,0.330,-0.946,0.133,0.302,-1.015,0.147,0.319,-1.212,0.023,0.432,-1.290,-0.247,0.686,-1.248,-0.501,0.716,-0.820,-0.585,0.717,-0.537,-0.539,0.469,-0.298,-0.564,0.157,-0.184,-0.554,-0.057,-0.179,-0.623,-0.204,-0.164,-0.768,-0.196,-0.270,-0.859,-0.119,-0.378,-0.924,-0.142,-0.344,-0.942,-0.240,-0.255,-0.898,-0.250,-0.312,-0.895,-0.010,-0.421,-0.866,-0.098,-0.370,-0.778,-0.243,-0.308,-0.784,-0.103,-0.363,-0.817,-0.106,-0.424,-0.904,0.056,-0.496,-0.983,0.535,-0.626,1.042,1.040,1.040,1.029,1.029,1.025,1.007,1.010,1.002,1.067,1.069,1.074,1.262,1.253,1.287,1.361,1.383,1.482,1.445,1.510,1.523,1.198,1.235,1.236,1.070,-82.603,23.017,-87.852,-0.543,0.151,-0.578,0.399,0.327,0.359,-0.734,2.158,-0.621,-0.632,0.084,-0.419,0.334,0.294,0.313,0.324,0.292,0.288,1.000,4.000,0.000,0.720,0.342,-0.711,1.985,1.811,2.101,NearMiss
0.269,0.392,-0.957,0.284,0.369,-1.012,0.349,0.404,-1.240,0.210,0.688,-1.489,-0.176,0.892,-1.255,-0.330,0.870,-0.731,-0.407,0.437,-0.256,-0.454,0.153,-0.134,-0.464,-0.099,-0.106,-0.660,-0.174,-0.124,-0.847,-0.055,-0.334,-0.981,-0.016,-0.306,-1.095,-0.196,-0.458,-0.932,-0.300,-0.379,-0.783,-0.329,-0.345,-0.865,0.366,-0.608,-0.912,0.799,-0.827,-0.843,0.253,-0.551,-0.701,-0.184,-0.377,-0.710,-0.314,-0.179,-0.756,-0.358,-0.159,-0.783,-0.367,-0.082,-0.796,-0.625,-0.021,-0.819,-0.359,-0.177,-0.821,-0.461,-0.199,1.069,1.073,1.064,1.114,1.133,1.144,1.350,1.321,1.433,1.654,1.650,1.745,1.549,1.574,1.562,1.184,1.208,0.944,0.650,0.680,0.543,0.497,0.507,0.493,0.486,-85.797,9.666,-74.018,-0.564,0.064,-0.487,0.421,0.454,0.415,-0.746,7.145,-0.852,-0.761,-0.058,-0.341,0.345,0.395,0.342,0.306,0.388,0.320,1.000,4.000,2.000,1.078,0.427,-0.973,2.912,2.101,2.805,NearMiss
0.469,0.272,-0.937,0.477,0.285,-0.959,0.474,0.279,-0.985,0.340,0.492,-1.039,0.038,0.665,-0.970,-0.286,0.869,-0.826,-0.482,0.939,-0.535,-0.600,0.908,-0.350,-0.652,0.658,-0.243,-0.713,0.438,-0.132,-0.743,0.256,-0.185,-0.763,-0.056,-0.254,-0.701,-0.099,-0.290,-0.700,-0.124,-0.229,-0.813,-0.135,-0.169,-0.889,-0.203,-0.196,-0.896,-0.227,-0.237,-0.867,-0.261,-0.267,-0.850,-0.288,-0.251,-0.925,-0.294,-0.252,-0.952,-0.354,-0.319,-0.890,-0.404,-0.293,-0.861,-0.370,-0.230,-0.848,-0.346,-0.234,-0.855,-0.314,-0.262,1.082,1.086,1.089,1.109,1.107,1.106,1.128,1.078,1.152,1.198,1.150,1.234,1.177,1.210,1.334,1.233,1.293,1.341,1.184,1.237,1.213,1.143,1.171,0.991,0.958,-82.689,14.899,-64.391,-0.544,0.098,-0.424,0.478,0.441,0.306,-0.878,4.497,-0.723,-0.750,-0.092,-0.266,0.382,0.393,0.259,0.321,0.373,0.207,1.000,1.000,0.000,1.315,0.626,-1.101,3.147,2.023,2.461,NearMiss
0.643,0.254,-0.712,0.648,0.274,-0.733,0.691,0.274,-0.790,0.726,0.291,-0.869,0.833,0.312,-0.922,0.719,0.479,-1.047,0.449,0.654,-0.888,0.042,1.075,-0.542,-0.327,0.954,-0.027,-0.518,0.680,0.232,-0.564,0.521,0.266,-0.536,0.453,0.158,-0.574,0.426,0.097,-0.636,0.452,0.048,-0.720,0.495,0.009,-0.827,0.478,0.107,-0.857,0.534,0.188,-0.860,0.477,0.182,-0.842,0.499,0.135,-0.800,0.478,0.172,-0.868,0.496,0.175,-0.807,0.485,0.149,-0.827,0.539,0.179,-0.787,0.513,0.169,-0.752,0.552,0.224,0.992,0.995,1.001,1.016,1.044,1.044,1.085,1.107,1.111,1.169,1.239,1.244,1.281,1.210,1.263,1.358,1.236,1.314,1.191,1.104,1.395,1.205,1.248,1.144,1.008,-45.653,77.046,-23.848,-0.300,0.507,-0.157,0.636,0.192,0.461,-2.116,0.379,-2.939,-0.589,0.493,0.100,0.567,0.130,0.416,0.492,0.129,0.349,1.000,0.000,2.000,0.784,1.348,-0.809,1.855,5.329,1.899,NearMiss
0.335,0.297,-0.950,0.308,0.281,-0.929,0.288,0.297,-0.936,0.279,0.297,-0.950,0.350,0.314,-1.109,0.294,0.399,-1.234,0.037,0.564,-1.091,-0.232,0.798,-0.946,-0.411,0.787,-0.699,-0.528,0.732,-0.536,-0.539,0.290,-0.333,-0.609,-0.003,-0.191,-0.630,-0.160,-0.162,-0.733,-0.215,-0.114,-0.875,-0.153,-0.183,-0.927,-0.103,-0.172,-0.922,-0.079,-0.202,-0.928,-0.128,-0.196,-0.943,-0.137,-0.247,-0.980,-0.133,-0.230,-0.951,-0.112,-0.244,-0.934,-0.133,-0.229,-0.938,-0.148,-0.230,-0.951,-0.142,-0.250,-0.943,-0.144,-0.264,1.050,1.042,1.037,1.018,1.012,1.017,1.024,1.021,1.021,1.034,1.055,1.060,1.205,1.189,1.215,1.330,1.297,1.357,1.229,1.250,1.372,1.259,1.304,1.297,1.130,-73.430,19.435,-76.012,-0.486,0.129,-0.503,0.509,0.327,0.376,-1.047,2.540,-0.747,-0.630,-0.061,-0.257,0.447,0.289,0.347,0.423,0.270,0.302,1.000,1.000,0.000,0.652,0.814,-0.655,1.768,2.404,1.735,NearMiss
0.249,0.093,-0.979,0.239,0.077,-0.973,0.255,0.072,-0.972,0.263,0.086,-1.017,0.311,0.132,-1.113,0.169,0.490,-1.196,-0.110,0.758,-1.100,-0.377,0.856,-0.921,-0.464,0.780,-0.722,-0.512,0.486,-0.439,-0.559,0.224,-0.265,-0.561,-0.018,-0.194,-0.629,-0.162,-0.191,-0.785,-0.165,-0.209,-0.898,-0.066,-0.318,-0.938,-0.015,-0.353,-0.923,-0.026,-0.359,-0.934,-0.046,-0.335,-0.939,-0.026,-0.294,-0.929,-0.036,-0.305,-0.933,-0.036,-0.299,-0.934,-0.036,-0.303,-0.943,-0.040,-0.317,-0.945,-0.060,-0.302,-0.938,-0.044,-0.314,1.014,1.012,1.011,1.004,1.008,1.008,1.007,1.009,1.010,1.054,1.067,1.072,1.164,1.134,1.228,1.303,1.297,1.420,1.340,1.388,1.444,1.313,1.341,1.294,1.160,-78.458,19.548,-83.371,-0.516,0.129,-0.548,0.477,0.293,0.348,-0.925,2.282,-0.634,-0.644,-0.014,-0.335,0.409,0.226,0.320,0.397,0.192,0.271,1.000,1.000,0.000,0.707,1.429,-0.680,1.884,3.723,1.715,NearMiss
0.306,0.132,-0.961,0.299,0.131,-0.946,0.307,0.119,-0.930,0.301,0.174,-0.947,0.303,0.159,-0.979,0.279,0.260,-1.101,0.189,0.528,-0.979,-0.070,0.912,-0.703,-0.295,1.078,-0.296,-0.371,0.938,0.171,-0.384,0.773,0.237,-0.414,0.407,0.392,-0.496,0.288,0.449,-0.600,0.238,0.507,-0.690,0.196,0.634,-0.726,0.209,0.739,-0.707,0.229,0.793,-0.651,0.256,0.754,-0.626,0.329,0.700,-0.625,0.432,0.696,-0.640,0.454,0.691,-0.629,0.441,0.681,-0.639,0.411,0.668,-0.654,0.355,0.658,-0.658,0.284,0.645,1.017,1.015,1.015,1.001,1.004,1.002,0.986,0.984,0.993,1.009,1.009,1.007,1.037,1.030,1.050,1.165,1.147,1.236,1.129,1.115,1.340,1.154,1.189,1.320,1.156,-48.660,58.909,10.725,-0.320,0.388,0.071,0.401,0.264,0.727,-1.253,0.681,10.309,-0.507,0.293,0.497,0.356,0.198,0.669,0.331,0.186,0.605,1.000,0.000,1.000,0.672,1.366,-0.585,1.719,3.842,1.537,NearMiss
0.343,0.169,-0.921,0.335,0.168,-0.914,0.341,0.172,-0.912,0.340,0.170,-0.929,0.357,0.158,-0.963,0.368,0.152,-1.040,0.397,0.252,-1.162,0.288,0.411,-1.221,0.099,0.506,-1.188,-0.070,0.490,-1.039,-0.198,0.420,-0.883,-0.338,0.294,-0.708,-0.409,0.258,-0.614,-0.477,0.146,-0.545,-0.543,0.013,-0.511,-0.632,-0.036,-0.494,-0.687,-0.081,-0.470,-0.713,-0.157,-0.621,-0.732,-0.171,-0.653,-0.765,-0.150,-0.662,-0.792,-0.172,-0.670,-0.809,-0.195,-0.645,-0.803,-0.224,-0.593,-0.780,-0.238,-0.550,-0.787,-0.272,-0.513,0.998,0.994,0.994,0.988,0.990,0.991,0.989,0.988,0.988,1.004,1.010,1.008,1.039,1.043,1.042,1.114,1.124,1.142,1.254,1.224,1.266,1.320,1.292,1.325,1.295,-41.537,11.905,-117.476,-0.273,0.078,-0.773,0.478,0.241,0.235,-1.750,3.074,-0.304,-0.414,0.157,-0.669,0.442,0.211,0.211,0.431,0.205,0.202,1.000,3.000,0.000,0.282,0.140,-0.450,1.362,1.886,1.906,NearMiss
0.146,0.103,-0.996,0.135,0.126,-1.008,0.113,0.126,-0.990,0.107,0.161,-1.021,0.144,0.209,-1.101,0.101,0.251,-1.206,-0.005,0.266,-1.209,-0.185,0.259,-1.100,-0.316,0.264,-0.984,-0.434,0.261,-0.814,-0.489,0.195,-0.730,-0.588,0.170,-0.573,-0.628,0.022,-0.512,-0.682,-0.056,-0.480,-0.735,-0.065,-0.477,-0.774,-0.119,-0.454,-0.799,-0.091,-0.431,-0.820,-0.122,-0.427,-0.843,-0.127,-0.415,-0.876,-0.158,-0.439,-0.899,-0.144,-0.394,-0.916,-0.175,-0.357,-0.917,-0.163,-0.354,-0.908,-0.173,-0.316,-0.908,-0.162,-0.316,1.012,1.011,1.013,1.025,1.022,1.022,1.004,1.003,1.008,1.039,1.043,1.052,1.130,1.125,1.134,1.236,1.231,1.235,1.238,1.252,1.251,1.145,1.173,1.174,1.067,-73.657,4.843,-103.268,-0.485,0.032,-0.679,0.410,0.170,0.313,-0.846,5.345,-0.460,-0.633,0.009,-0.504,0.368,0.159,0.291,0.352,0.159,0.274,1.000,3.000,0.000,0.499,0.128,-0.410,1.602,1.403,1.527,NearMiss
0.150,0.054,-1.011,0.137,0.057,-1.002,0.147,0.053,-1.002,0.135,0.072,-1.036,0.177,0.038,-1.099,0.105,0.284,-1.176,-0.100,0.591,-1.112,-0.415,0.755,-1.027,-0.610,0.609,-0.733,-0.620,0.306,-0.418,-0.615,0.022,-0.223,-0.670,-0.146,-0.169,-0.737,-0.183,-0.153,-0.798,-0.139,-0.168,-0.913,-0.128,-0.217,-0.996,-0.093,-0.275,-0.983,-0.088,-0.235,-0.953,-0.096,-0.168,-0.956,-0.138,-0.140,-0.985,-0.144,-0.142,-0.985,-0.154,-0.140,-0.964,-0.121,-0.163,-0.963,-0.126,-0.159,-0.981,-0.160,-0.171,-0.959,-0.158,-0.195,1.024,1.022,1.022,1.013,1.015,1.014,1.014,1.012,1.013,1.047,1.053,1.051,1.114,1.105,1.140,1.214,1.213,1.319,1.263,1.326,1.407,1.341,1.414,1.341,1.132,-87.976,5.494,-74.413,-0.579,0.036,-0.490,0.452,0.265,0.406,-0.782,7.336,-0.830,-0.742,-0.092,-0.218,0.392,0.196,0.379,0.368,0.177,0.324,1.000,1.000,0.000,0.725,1.621,-0.637,1.848,4.569,1.544,NearMiss
0.147,0.184,-1.012,0.123,0.178,-1.002,0.098,0.192,-0.985,0.079,0.197,-0.983,0.112,0.225,-0.999,0.068,0.376,-1.025,-0.047,0.533,-1.054,-0.197,0.593,-1.017,-0.285,0.569,-0.976,-0.375,0.442,-0.901,-0.438,0.286,-0.774,-0.506,0.175,-0.649,-0.546,0.093,-0.499,-0.649,0.001,-0.467,-0.729,-0.102,-0.474,-0.771,-0.172,-0.525,-0.770,-0.175,-0.566,-0.810,-0.179,-0.588,-0.849,-0.226,-0.582,-0.879,-0.213,-0.560,-0.842,-0.208,-0.538,-0.823,-0.241,-0.451,-0.801,-0.258,-0.443,-0.799,-0.273,-0.409,-0.792,-0.334,-0.382,1.039,1.036,1.035,1.025,1.022,1.025,1.009,1.007,1.008,1.005,1.008,1.014,1.030,1.026,1.070,1.094,1.093,1.156,1.182,1.198,1.226,1.194,1.211,1.199,1.165,-69.245,9.252,-107.874,-0.456,0.061,-0.710,0.378,0.290,0.245,-0.829,4.761,-0.345,-0.550,0.106,-0.589,0.339,0.257,0.231,0.331,0.257,0.220,1.000,1.000,0.000,0.471,0.342,-0.196,1.590,1.856,1.331,NearMiss
0.026,-0.187,-1.002,0.029,-0.185,-0.990,0.026,-0.185,-0.977,0.031,-0.169,-0.974,0.048,-0.163,-0.976,0.067,-0.200,-1.000,0.091,-0.253,-1.092,0.058,-0.245,-1.093,-0.011,-0.155,-1.133,-0.152,-0.073,-1.096,-0.303,0.015,-0.944,-0.515,0.106,-0.841,-0.619,0.179,-0.682,-0.609,0.197,-0.582,-0.673,0.210,-0.487,-0.704,0.189,-0.484,-0.701,0.238,-0.515,-0.716,0.276,-0.569,-0.688,0.341,-0.652,-0.740,0.321,-0.687,-0.858,0.251,-0.699,-0.876,0.197,-0.674,-0.883,0.124,-0.585,-0.856,0.027,-0.492,-0.784,-0.038,-0.388,1.020,1.020,1.019,1.008,1.008,1.008,0.995,0.995,0.992,0.990,0.990,0.989,0.991,0.992,0.999,1.022,1.024,1.035,1.124,1.122,1.120,1.122,1.121,1.104,1.143,-62.627,4.822,-118.014,-0.415,0.032,-0.782,0.375,0.197,0.237,-0.905,6.163,-0.303,-0.610,0.032,-0.723,0.356,0.180,0.218,0.339,0.180,0.216,1.000,1.000,0.000,0.214,-0.008,0.039,1.291,1.513,1.565,NearMiss
0.090,0.170,-1.013,0.054,0.198,-1.001,0.051,0.211,-1.010,0.039,0.273,-1.052,-0.001,0.393,-1.107,-0.176,0.536,-1.095,-0.334,0.553,-0.940,-0.445,0.548,-0.817,-0.516,0.397,-0.672,-0.586,0.334,-0.591,-0.610,0.226,-0.552,-0.650,0.160,-0.570,-0.678,0.060,-0.567,-0.690,0.001,-0.567,-0.701,-0.031,-0.599,-0.740,-0.070,-0.585,-0.761,-0.120,-0.573,-0.771,-0.177,-0.556,-0.758,-0.262,-0.536,-0.763,-0.276,-0.531,-0.773,-0.310,-0.511,-0.769,-0.322,-0.486,-0.768,-0.378,-0.477,-0.760,-0.374,-0.444,-0.759,-0.387,-0.441,1.031,1.029,1.034,1.022,1.021,1.024,1.033,1.033,1.047,1.088,1.087,1.123,1.174,1.187,1.242,1.232,1.264,1.271,1.140,1.177,1.175,1.080,1.111,1.045,0.936,-78.190,7.301,-104.638,-0.514,0.048,-0.688,0.314,0.310,0.226,-0.610,6.448,-0.328,-0.682,0.039,-0.578,0.268,0.272,0.201,0.235,0.272,0.170,1.000,3.000,0.000,0.972,0.096,-0.778,2.295,1.762,1.962,NearMiss
0.148,0.047,-1.004,0.141,0.017,-1.012,0.130,0.050,-1.014,0.127,0.023,-1.036,0.196,0.077,-1.125,0.098,0.286,-1.179,-0.149,0.516,-1.021,-0.388,0.725,-0.906,-0.546,0.594,-0.770,-0.656,0.390,-0.578,-0.689,0.149,-0.307,-0.676,-0.109,-0.168,-0.704,-0.264,-0.164,-0.787,-0.262,-0.185,-0.875,-0.151,-0.211,-0.932,-0.130,-0.278,-0.962,-0.132,-0.289,-0.962,-0.158,-0.271,-0.963,-0.126,-0.213,-0.972,-0.099,-0.202,-0.979,-0.066,-0.199,-0.964,-0.065,-0.192,-0.947,-0.048,-0.191,-0.976,-0.037,-0.182,-0.995,-0.037,-0.208,1.017,1.015,1.014,1.022,1.021,1.022,1.023,1.023,1.022,1.044,1.055,1.057,1.144,1.131,1.164,1.217,1.222,1.295,1.154,1.208,1.311,1.224,1.283,1.214,1.116,-86.695,7.091,-77.635,-0.574,0.047,-0.514,0.448,0.258,0.383,-0.780,5.504,-0.745,-0.702,-0.038,-0.274,0.392,0.196,0.358,0.362,0.177,0.316,1.000,5.000,0.000,0.726,1.295,-0.580,1.861,3.793,1.533,NearMiss
0.457,0.256,-0.910,0.441,0.253,-0.917,0.461,0.270,-0.957,0.447,0.409,-1.070,0.379,0.663,-1.038,0.079,0.938,-0.864,-0.169,0.878,-0.576,-0.293,0.777,-0.343,-0.373,0.722,-0.162,-0.474,0.688,-0.042,-0.553,0.586,0.048,-0.639,0.511,0.069,-0.722,0.518,0.031,-0.803,0.449,0.090,-0.846,0.293,0.242,-0.858,0.302,0.360,-0.873,0.371,0.280,-0.849,0.497,0.189,-0.842,0.561,0.139,-0.819,0.573,0.111,-0.781,0.541,0.125,-0.774,0.552,0.120,-0.788,0.524,0.099,-0.809,0.508,0.165,-0.807,0.411,0.135,1.050,1.043,1.042,1.049,1.057,1.061,1.096,1.090,1.133,1.230,1.207,1.315,1.289,1.235,1.401,1.277,1.286,1.244,1.064,1.091,1.011,0.899,0.928,0.882,0.829,-66.419,78.906,-27.903,-0.437,0.519,-0.184,0.493,0.189,0.472,-1.129,0.365,-2.573,-0.729,0.522,0.086,0.423,0.148,0.412,0.381,0.148,0.352,1.000,0.000,3.000,0.920,0.517,-0.857,2.227,2.732,2.089,NearMiss
0.273,0.190,-0.952,0.345,0.088,-0.951,0.388,0.015,-0.948,0.438,0.012,-0.811,0.389,0.159,-0.843,0.277,0.315,-0.813,0.196,0.481,-0.650,0.278,0.852,-0.581,0.225,0.930,-0.453,0.279,0.963,-0.434,0.448,0.888,-0.786,0.570,0.979,-0.675,0.689,1.202,-0.889,0.465,1.165,-0.928,0.096,0.932,-0.864,-0.097,0.741,-0.732,-0.311,0.604,-0.666,-0.434,0.477,-0.504,-0.474,0.318,-0.470,-0.535,0.132,-0.491,-0.537,0.055,-0.548,-0.561,-0.075,-0.544,-0.598,-0.160,-0.577,-0.672,-0.199,-0.574,-0.694,-0.307,-0.549,1.008,1.030,1.016,1.016,1.031,1.027,1.025,1.045,1.045,0.922,0.900,0.914,0.942,0.901,0.942,0.915,0.893,0.964,0.832,0.855,1.108,1.068,1.056,1.120,1.059,1.959,64.286,-104.000,0.013,0.426,-0.689,0.449,0.461,0.187,34.602,1.082,-0.272,0.213,0.342,-0.647,0.410,0.409,0.166,0.383,0.405,0.164,1.000,3.000,0.000,-0.300,0.192,-0.470,1.588,1.760,2.601,NearMiss
