f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-10.636,-3.316,-35.676,-0.266,-0.083,-0.892,0.038,0.046,0.063,-0.144,-0.553,-0.071,0.000,1.000,0.000,-0.282,-0.100,-0.922,0.031,0.037,0.051,0.027,0.032,0.043,1.225,1.260,1.400,3.241,3.379,3.790,NoTouching
-15.488,35.161,-3.796,-0.387,0.879,-0.095,0.060,0.127,0.123,-0.155,0.144,-1.296,0.000,0.000,2.000,-0.382,0.898,-0.069,0.048,0.099,0.105,0.048,0.098,0.104,-0.209,-0.626,-0.334,2.594,3.072,1.890,NoTouching
-17.267,30.287,21.003,-0.432,0.757,0.525,0.058,0.055,0.118,-0.134,0.073,0.225,0.000,0.000,0.000,-0.407,0.780,0.521,0.049,0.050,0.107,0.042,0.048,0.106,-1.068,-0.275,0.109,2.839,1.625,1.566,NoTouching
-14.855,26.940,23.722,-0.371,0.673,0.593,0.039,0.141,0.255,-0.106,0.209,0.430,0.000,0.000,0.000,-0.379,0.683,0.649,0.028,0.104,0.196,0.027,0.103,0.178,1.372,-0.281,-0.916,4.145,3.175,2.820,NoTouching
-20.705,31.767,12.155,-0.518,0.794,0.304,0.055,0.086,0.269,-0.106,0.108,0.886,0.000,0.000,1.000,-0.539,0.821,0.397,0.051,0.077,0.223,0.048,0.074,0.201,0.225,-0.253,-0.724,1.396,1.595,2.476,NoTouching
-15.893,20.729,-27.782,-0.397,0.518,-0.695,0.039,0.210,0.099,-0.098,0.405,-0.143,0.000,0.000,0.000,-0.392,0.452,-0.720,0.028,0.146,0.086,0.028,0.135,0.083,-0.667,1.753,0.553,4.471,5.472,2.067,NoTouching
-17.492,26.845,-20.904,-0.437,0.671,-0.523,0.095,0.264,0.139,-0.216,0.393,-0.266,0.000,0.000,0.000,-0.411,0.658,-0.563,0.074,0.181,0.118,0.068,0.180,0.110,-1.148,0.480,0.409,3.329,4.313,2.031,NoTouching
-19.563,23.292,24.628,-0.489,0.582,0.616,0.022,0.110,0.087,-0.045,0.189,0.142,0.000,0.000,0.000,-0.490,0.611,0.642,0.019,0.099,0.077,0.019,0.099,0.073,0.175,0.099,-0.256,2.033,1.529,1.730,NoTouching
-16.361,22.970,-13.813,-0.409,0.574,-0.345,0.159,0.252,0.625,-0.389,0.439,-1.810,0.000,0.000,0.000,-0.448,0.539,-0.165,0.138,0.184,0.564,0.134,0.181,0.558,0.537,0.680,-0.043,2.006,3.594,1.537,NoTouching
-16.557,15.271,-29.785,-0.414,0.382,-0.745,0.107,0.120,0.186,-0.259,0.315,-0.249,0.000,0.000,0.000,-0.429,0.371,-0.765,0.090,0.101,0.154,0.088,0.100,0.152,-0.431,0.315,0.503,2.441,2.433,2.037,NoTouching
69.031,49.803,3.774,1.726,1.245,0.094,0.327,0.997,0.463,0.189,0.801,4.903,0.000,1.000,3.000,1.782,1.291,0.095,0.245,0.717,0.308,0.238,0.715,0.308,0.531,-1.005,1.164,3.611,3.841,6.087,NoTouching
62.620,-6.496,39.436,1.565,-0.162,0.986,0.470,1.818,0.956,0.300,-11.197,0.970,0.000,2.000,3.000,1.563,0.325,0.782,0.404,1.615,0.787,0.404,1.590,0.737,0.087,-0.490,0.880,1.789,1.843,2.773,NoTouching
61.790,-8.938,36.167,1.545,-0.223,0.904,0.495,1.790,1.137,0.320,-8.012,1.257,0.000,2.000,3.000,1.653,0.280,0.489,0.431,1.549,0.966,0.426,1.537,0.893,-0.298,-0.536,0.860,1.771,1.991,2.585,NoTouching
45.297,-5.749,32.885,1.192,-0.151,0.865,0.374,1.819,1.142,0.314,-12.022,1.319,0.000,1.000,2.000,1.351,0.724,0.273,0.322,1.646,1.010,0.311,1.612,0.915,-0.493,-0.483,0.743,1.852,1.674,2.057,NoTouching
71.767,91.932,22.445,1.750,2.242,0.547,0.475,1.460,0.481,0.272,0.651,0.878,0.000,1.000,2.000,1.905,1.994,0.706,0.414,0.997,0.397,0.411,0.937,0.367,-0.545,1.082,-0.700,2.135,4.150,2.406,NoTouching
65.079,104.417,-3.743,1.627,2.610,-0.094,0.368,1.563,0.601,0.226,0.599,-6.423,0.000,0.000,4.000,1.562,1.678,0.070,0.291,1.275,0.415,0.288,1.139,0.396,0.911,1.311,-2.090,3.280,3.780,7.645,NoTouching
59.441,41.723,30.305,1.450,1.018,0.739,0.481,1.494,0.679,0.332,1.468,0.919,0.000,1.000,2.000,1.614,1.637,0.605,0.388,1.163,0.491,0.365,0.962,0.463,-0.990,-1.365,0.780,2.910,3.693,3.167,NoTouching
48.247,-9.334,35.024,1.177,-0.228,0.854,0.296,1.804,0.734,0.252,-7.925,0.859,0.000,2.000,1.000,1.168,0.178,0.732,0.238,1.593,0.591,0.237,1.576,0.578,0.431,-0.543,0.841,3.575,1.908,2.667,NoTouching
