f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-45.796,68.447,-79.269,-0.327,0.489,-0.566,0.059,0.427,0.361,-0.180,0.873,-0.638,0.000,1.000,0.000,-0.334,0.576,-0.707,0.050,0.392,0.331,0.050,0.386,0.317,0.389,-0.311,0.394,2.472,1.424,1.505,NoTouching
-55.577,114.281,31.967,-0.397,0.816,0.228,0.074,0.170,0.332,-0.186,0.209,1.454,0.000,0.000,3.000,-0.407,0.832,0.276,0.059,0.143,0.307,0.058,0.143,0.307,0.333,-0.070,-0.020,2.648,2.201,1.532,NoTouching
-68.601,109.282,40.175,-0.490,0.781,0.287,0.080,0.086,0.222,-0.164,0.110,0.772,0.000,0.000,4.000,-0.500,0.791,0.274,0.072,0.064,0.180,0.071,0.064,0.180,-0.098,0.323,0.026,1.718,4.131,2.190,NoTouching
-51.723,106.924,73.790,-0.369,0.764,0.527,0.069,0.175,0.242,-0.188,0.229,0.459,0.000,0.000,2.000,-0.362,0.772,0.571,0.045,0.145,0.183,0.044,0.145,0.178,-0.674,0.013,-0.937,6.137,2.785,3.257,NoTouching
-74.186,100.736,65.878,-0.530,0.720,0.471,0.133,0.117,0.218,-0.251,0.162,0.463,0.000,0.000,1.000,-0.461,0.712,0.496,0.110,0.096,0.168,0.099,0.096,0.167,-0.901,-0.124,-1.233,2.620,2.267,4.900,NoTouching
-50.507,66.959,-105.886,-0.361,0.478,-0.756,0.065,0.169,0.135,-0.181,0.354,-0.179,0.000,0.000,0.000,-0.353,0.420,-0.801,0.051,0.120,0.108,0.051,0.108,0.100,-0.204,1.907,1.033,3.173,6.767,3.163,NoTouching
-61.299,105.728,15.296,-0.438,0.755,0.109,0.079,0.206,0.463,-0.181,0.273,4.235,0.000,0.000,1.000,-0.434,0.744,0.321,0.062,0.147,0.413,0.062,0.147,0.376,-0.270,0.203,-0.579,3.230,4.764,1.749,NoTouching
-69.570,79.646,88.575,-0.497,0.569,0.633,0.048,0.137,0.140,-0.098,0.240,0.222,0.000,0.000,0.000,-0.515,0.521,0.682,0.037,0.117,0.108,0.034,0.113,0.101,1.517,0.698,-1.228,5.477,2.662,4.057,NoTouching
-57.415,62.250,-94.644,-0.410,0.445,-0.676,0.097,0.170,0.403,-0.237,0.382,-0.595,0.000,0.000,0.000,-0.420,0.400,-0.789,0.062,0.116,0.275,0.060,0.108,0.229,1.062,2.092,1.729,5.029,9.344,5.399,NoTouching
-58.931,63.502,-104.027,-0.421,0.454,-0.743,0.084,0.139,0.115,-0.199,0.306,-0.155,0.000,0.000,0.000,-0.412,0.442,-0.755,0.070,0.111,0.084,0.070,0.110,0.083,-0.342,0.563,0.595,2.526,2.835,4.164,NoTouching
251.429,146.727,58.574,1.796,1.048,0.418,0.627,2.133,0.941,0.349,2.035,2.248,0.000,3.000,11.000,1.777,1.482,0.221,0.505,1.550,0.715,0.504,1.483,0.689,0.277,-0.429,0.704,2.411,3.525,3.349,NoTouching
256.558,125.685,132.458,1.833,0.898,0.946,0.535,2.021,0.914,0.292,2.251,0.966,0.000,4.000,8.000,1.953,1.545,0.876,0.438,1.567,0.669,0.432,1.415,0.664,-0.767,-0.510,1.039,3.093,3.254,3.802,NoTouching
234.416,111.298,68.191,1.674,0.795,0.487,0.548,1.988,1.156,0.327,2.501,2.373,0.000,4.000,9.000,1.728,1.431,0.256,0.441,1.529,0.844,0.440,1.390,0.822,0.037,-0.356,0.242,3.041,3.915,4.544,NoTouching
201.490,104.519,75.063,1.482,0.769,0.552,0.644,1.993,1.096,0.435,2.594,1.986,0.000,3.000,6.000,1.436,1.364,0.272,0.469,1.479,0.856,0.467,1.381,0.815,0.595,-0.209,0.613,3.461,3.627,3.222,NoTouching
223.011,261.984,89.523,1.560,1.832,0.626,0.471,1.887,0.643,0.302,1.030,1.027,0.000,3.000,6.000,1.624,1.870,0.637,0.390,1.266,0.449,0.387,1.266,0.448,-0.319,-0.513,1.112,2.270,3.978,5.019,NoTouching
230.475,236.941,75.827,1.623,1.669,0.534,0.526,1.952,0.842,0.324,1.170,1.578,0.000,2.000,11.000,1.624,1.615,0.488,0.413,1.278,0.614,0.413,1.275,0.612,0.669,-0.178,0.302,3.514,4.543,4.931,NoTouching
257.319,145.723,112.687,1.787,1.012,0.783,0.536,2.167,0.629,0.300,2.141,0.804,0.000,3.000,8.000,1.800,1.574,0.766,0.399,1.486,0.441,0.399,1.381,0.440,-0.129,-0.652,0.392,3.712,4.618,3.988,NoTouching
207.574,127.617,90.968,1.452,0.892,0.636,0.473,2.077,0.767,0.326,2.328,1.206,0.000,4.000,6.000,1.432,1.473,0.481,0.382,1.582,0.554,0.381,1.437,0.526,0.098,-0.537,1.260,2.555,3.342,4.059,NoTouching
