f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,class
-5.826,-2.178,-18.681,-0.291,-0.109,-0.934,0.008,0.015,0.008,-0.029,-0.136,-0.009,0.000,0.000,0.000,-0.291,-0.112,-0.938,0.007,0.013,0.007,0.007,0.012,0.007,-0.034,0.499,0.499,1.923,2.190,1.693,NoTouching
-7.051,16.546,-3.317,-0.353,0.827,-0.166,0.046,0.130,0.104,-0.131,0.157,-0.629,0.000,0.000,0.000,-0.354,0.856,-0.127,0.038,0.105,0.097,0.038,0.101,0.097,0.087,-0.592,-0.023,1.967,2.419,1.519,NoTouching
-7.939,14.508,12.631,-0.397,0.725,0.632,0.014,0.046,0.057,-0.034,0.063,0.091,0.000,0.000,0.000,-0.396,0.723,0.659,0.012,0.041,0.052,0.012,0.041,0.051,0.055,0.277,-0.379,1.762,1.590,1.769,NoTouching
-7.672,12.540,14.162,-0.384,0.627,0.708,0.020,0.072,0.107,-0.051,0.115,0.151,0.000,0.000,0.000,-0.378,0.665,0.651,0.016,0.064,0.091,0.015,0.055,0.076,-0.790,-0.907,1.069,2.191,2.224,2.590,NoTouching
-11.311,16.551,2.062,-0.566,0.828,0.103,0.017,0.079,0.234,-0.030,0.096,2.266,0.000,0.000,1.000,-0.568,0.854,0.126,0.015,0.061,0.209,0.015,0.061,0.209,0.056,-0.942,-0.153,1.579,2.778,1.638,NoTouching
-7.926,8.401,-15.041,-0.396,0.420,-0.752,0.014,0.053,0.037,-0.036,0.127,-0.049,0.000,0.000,0.000,-0.398,0.413,-0.759,0.012,0.044,0.031,0.012,0.043,0.030,-0.278,0.441,0.744,2.717,2.294,2.445,NoTouching
-7.794,13.778,-9.324,-0.390,0.689,-0.466,0.029,0.116,0.120,-0.074,0.168,-0.257,0.000,0.000,0.000,-0.390,0.658,-0.468,0.024,0.095,0.113,0.024,0.089,0.113,0.077,0.750,0.121,2.083,2.614,1.263,NoTouching
-9.809,13.625,10.862,-0.490,0.681,0.543,0.027,0.051,0.058,-0.055,0.075,0.107,0.000,0.000,0.000,-0.494,0.704,0.536,0.024,0.047,0.050,0.024,0.047,0.049,0.322,-0.076,0.516,1.652,1.431,1.931,NoTouching
-10.832,13.961,4.259,-0.542,0.698,0.213,0.047,0.238,0.254,-0.088,0.340,1.195,0.000,0.000,0.000,-0.518,0.606,0.177,0.041,0.191,0.226,0.039,0.170,0.222,-0.256,1.142,0.163,2.168,2.908,1.592,NoTouching
-8.028,8.203,-13.639,-0.401,0.410,-0.682,0.137,0.132,0.227,-0.342,0.322,-0.333,0.000,0.000,0.000,-0.334,0.403,-0.597,0.122,0.112,0.216,0.106,0.112,0.216,-0.756,0.242,-0.099,1.918,2.135,1.258,NoTouching
39.122,39.128,-2.910,1.956,1.956,-0.146,0.244,0.468,0.347,0.125,0.239,-2.382,0.000,0.000,1.000,1.883,2.120,-0.104,0.175,0.422,0.314,0.152,0.418,0.314,1.789,-0.252,0.015,5.071,1.524,1.585,NoTouching
36.022,26.092,8.729,1.801,1.305,0.436,0.354,0.672,0.325,0.196,0.515,0.745,0.000,1.000,2.000,1.869,1.621,0.485,0.325,0.522,0.294,0.325,0.423,0.294,-0.154,-1.574,-0.061,1.471,4.265,1.457,NoTouching
24.607,-20.327,30.031,1.230,-1.016,1.502,0.386,1.903,1.287,0.314,-1.873,0.857,0.000,1.000,1.000,1.366,-0.778,1.889,0.359,1.642,1.145,0.348,1.642,1.085,-0.010,0.093,-0.053,1.448,1.714,1.692,NoTouching
